Sensor: bmi160 Accelerometer Non-wakeup
Vendor: BOSCH
TimestampAcc [ns]; AccX [m/s^2]; AccY [m/s^2]; AccZ [m/s^2]
259516684056893;-9.3449;1.2470;-2.7015;
259516689111633;-9.4286;1.1465;-2.5720;
259516694166373;-9.4190;1.0819;-2.2104;
259516699196321;-9.3353;1.2111;-2.7063;
259516704251008;-9.3473;1.3167;-2.9172;
259516709305800;-9.4573;1.3238;-2.8283;
259516714360539;-9.4597;1.3190;-2.7613;
259516719415227;-9.3616;1.2784;-2.8044;
259516724470018;-9.3066;1.1824;-2.5576;
259516729524758;-9.3233;1.1704;-2.1984;
259516734614498;-9.3473;1.2206;-2.2319;
259516739669289;-9.4023;1.2855;-2.3228;
259516744724029;-9.4741;1.3214;-2.4691;
259516749778716;-9.4860;1.3597;-2.4021;
259516754833508;-9.4549;1.3693;-2.4906;
259516759888248;-9.3855;1.4171;-2.6393;
259516764991112;-9.3592;1.4602;-2.6321;
259516770045852;-9.3688;1.4985;-2.5313;
259516775100591;-9.3616;1.5129;-2.4882;
259516780155331;-9.3568;1.4865;-2.4619;
259516785210071;-9.3640;1.4794;-2.2893;
259516790264810;-9.4214;1.4483;-2.1362;
259516795239862;-9.3903;1.4985;-2.1003;
259516800294602;-9.3544;1.5538;-2.2295;
259516805349341;-9.3832;1.5993;-2.3252;
259516810404081;-9.3951;1.6783;-2.3303;
259516815458873;-9.3760;1.7405;-2.4595;
259516820513612;-9.3855;1.7333;-2.4595;
259516825585956;-9.3808;1.7333;-2.3157;
259516830640748;-9.3975;1.6854;-2.1529;
259516835695487;-9.3353;1.6831;-2.0740;
259516840750175;-9.2994;1.6974;-2.0569;
259516845804914;-9.3616;1.7070;-2.0091;
259516850859706;-9.3999;1.7572;-2.0593;
259516855912102;-9.3736;1.7716;-2.1242;
259516860966893;-9.3568;1.8027;-2.1410;
259516866021633;-9.3664;1.8150;-2.1864;
259516871076373;-9.3497;1.8413;-2.2487;
259516876131060;-9.3568;1.8269;-2.2654;
259516881185852;-9.3616;1.8102;-2.2415;
259516886275018;-9.3664;1.7764;-2.0859;
259516891281112;-9.3497;1.7692;-1.9588;
259516896342883;-9.3616;1.7716;-1.9158;
259516901397623;-9.3688;1.7620;-1.9277;
259516906452362;-9.3401;1.8293;-1.9445;
259516911507102;-9.3879;1.8485;-2.0282;
259516916561841;-9.4047;1.9131;-2.1218;
259516921616633;-9.3712;1.9202;-2.1745;
259516926661425;-9.3784;1.9107;-2.1290;
259516931716164;-9.3544;1.9107;-2.0812;
259516936770956;-9.3664;1.9226;-2.0426;
259516941825696;-9.3377;1.9609;-1.9493;
259516946880435;-9.3784;1.9059;-1.8727;
259516951935175;-9.3592;1.8676;-1.8942;
259516957001841;-9.3808;1.8604;-1.9325;
