TimestampGNSS [ns]; UTC time [ms]; Lat [deg]; Lon [deg]; Height [m]; Speed [m/s]; Heading [deg]; Hor Acc [m]; Vert Acc [m]; Speed Acc [m/s]; Heading Acc [deg]
2496669789745804;1632852039433;40.244866420000;-111.646453670000;1385.8688;0.0000;-3000.0000;8.15135193;12.50209522;0.08602326;-1.00000000;
2496670773579196;1632852041000;40.244872490000;-111.646462040000;1387.2511;0.5200;231.7000;5.11302614;7.94209051;0.86533231;64.84172058;
2496671773579248;1632852042000;40.244854780000;-111.646469670000;1385.3542;1.7200;201.4000;3.79009247;5.07950163;0.28178006;4.93437004;
2496672773579300;1632852043000;40.244830600000;-111.646466290000;1384.6796;2.3200;169.4000;3.79009247;4.42419195;0.31304953;4.03430843;
2496673773579092;1632852044000;40.244805900000;-111.646434590000;1384.0010;4.0400;126.5000;3.79009247;3.73051620;0.30016661;2.53342867;
2496674773578935;1632852045000;40.244796530000;-111.646378070000;1384.3624;4.9800;96.5000;3.79009247;3.26324844;0.16643317;1.19440746;
2496675773578883;1632852046000;40.244803670000;-111.646297050000;1384.2861;5.3300;90.1000;3.79009247;2.93053365;0.21633308;1.49875510;
2496676773579040;1632852047000;40.244799840000;-111.646236830000;1384.1389;5.2700;93.7000;3.79009247;2.68254375;0.69526970;6.51283312;
2496677773578988;1632852048000;40.244803270000;-111.646155150000;1383.5376;6.8500;87.1000;3.79009247;2.50000000;0.76576757;5.53837919;
2496678773578832;1632852049000;40.244808410000;-111.646068180000;1384.1293;7.0700;84.4000;3.79009247;2.50000000;0.28600699;1.62790787;
2496679773578988;1632852050000;40.244810490000;-111.645983470000;1384.3695;7.2100;89.4000;3.79009247;2.50000000;0.06708204;0.29672119;
2496680773579352;1632852051000;40.244812470000;-111.645899680000;1384.7333;7.4200;89.6000;3.79009247;2.50000000;0.06708204;0.30405176;
2496681773579352;1632852052000;40.244816190000;-111.645808210000;1384.9122;7.8700;86.2000;3.79009247;2.50000000;0.18867962;0.85708600;
2496682773578988;1632852053000;40.244822020000;-111.645717270000;1385.0605;8.1800;86.7000;3.79009247;2.50000000;0.18027757;0.82673097;
2496683773579353;1632852054000;40.244823110000;-111.645624280000;1385.4803;8.0200;86.5000;3.79009247;2.50000000;0.23021729;1.09614193;
2496684773578779;1632852055000;40.244821550000;-111.645528980000;1384.9973;8.0600;89.4000;3.79009247;2.50000000;0.23021729;1.09566486;
2496685773578988;1632852056000;40.244827700000;-111.645428050000;1384.4901;7.9800;88.8000;3.79009247;2.50000000;0.17492856;0.79963285;
2496686773579092;1632852057000;40.244830390000;-111.645330060000;1384.7039;8.1100;87.7000;3.79009247;2.50000000;0.76400262;4.92817497;
2496687773579144;1632852058000;40.244828400000;-111.645223770000;1384.4155;8.5800;90.5000;3.79009247;2.50000000;1.33775938;8.66066837;
2496688773579092;1632852059000;40.244821830000;-111.645134900000;1384.5470;7.9300;97.7000;3.79009247;2.50000000;0.88814414;5.92846251;
2496689773579404;1632852060000;40.244815830000;-111.645035540000;1385.0581;8.0500;91.8000;3.79009247;2.50000000;1.50711644;10.72624683;
2496690773579040;1632852061000;40.244810790000;-111.644935820000;1385.6057;8.1300;90.6000;3.79009247;2.50000000;1.21490741;4.79460144;
