Sensor: stk_stk3a5x Ambient Light Sensor Non-wakeup
Vendor: sensortek
TimestampLight [ns]; Light [lux]
3544577379770938;493.0000;
3544577446454011;494.0000;
3544577579791198;495.0000;
3544577646458177;490.0000;
3544577779789948;480.0000;
3544577846455469;463.0000;
3544577979789011;421.0000;
3544578046430886;363.0000;
3544578179784271;271.0000;
3544578313092761;213.0000;
3544578379767344;172.0000;
3544578513092448;148.0000;
3544578579780521;136.0000;
3544578713089115;132.0000;
3544578779782969;124.0000;
3544578913089219;123.0000;
3544578979781354;122.0000;
3544579113086927;119.0000;
3544579179755677;119.0000;
3544579313085469;117.0000;
3544579379774427;113.0000;
3544579513091927;116.0000;
3544579579773802;111.0000;
3544579713080469;109.0000;
3544579846412604;108.0000;
3544579913077604;108.0000;
3544580046434844;111.0000;
3544580113076354;116.0000;
3544580246432344;120.0000;
3544580313075365;123.0000;
3544580446431615;125.0000;
3544580513071927;127.0000;
3544580646432448;129.0000;
3544580713072761;131.0000;
3544580846401511;136.0000;
3544580913067865;128.0000;
3544581046423698;119.0000;
3544581179733282;114.0000;
3544581246423282;111.0000;
3544581379753854;110.0000;
3544581446422552;110.0000;
3544581579752969;108.0000;
3544581646400938;105.0000;
3544581779750365;112.0000;
3544581846417657;105.0000;
3544581979723438;99.0000;
3544582046413490;97.0000;
3544582179747032;95.0000;
3544582246409688;94.0000;
3544582379744011;99.0000;
3544582446410782;123.0000;
3544582579742969;161.0000;
3544582713049115;170.0000;
3544582779740782;171.0000;
3544582913045886;170.0000;
3544582979717865;168.0000;
3544583113045365;166.0000;
3544583179735886;163.0000;
3544583313042761;160.0000;
3544583379734948;156.0000;
3544583513046302;154.0000;
3544583579732344;151.0000;
3544583713048177;149.0000;
3544583779724011;146.0000;
3544583913045261;144.0000;
3544584046393490;143.0000;
3544584113033907;143.0000;
3544584246392032;144.0000;
3544584313034011;145.0000;
3544584446365469;145.0000;
3544584513030261;145.0000;
3544584646388698;142.0000;
3544584713029636;143.0000;
3544584846385052;144.0000;
3544584913027344;143.0000;
3544585046382032;138.0000;
3544585113025052;130.0000;
3544585246382604;131.0000;
3544585313034740;136.0000;
3544585446356511;140.0000;
3544585579704011;140.0000;
3544585646376979;141.0000;
3544585779685052;140.0000;
3544585846377344;135.0000;
3544585979707969;129.0000;
3544586046374479;136.0000;
3544586179705886;140.0000;
3544586246373490;140.0000;
3544586379705261;141.0000;
3544586446349323;141.0000;
3544586579725365;143.0000;
3544586646368386;144.0000;
3544586779711615;145.0000;
3544586846364011;145.0000;
3544586979699636;144.0000;
3544587113004740;143.0000;
3544587179696302;142.0000;
3544587313002969;142.0000;
3544587379693177;143.0000;
3544587513000365;145.0000;
3544587579667032;147.0000;
3544587712999271;149.0000;
3544587779688386;153.0000;
3544587912995938;155.0000;
3544587979689011;157.0000;
3544588112995052;159.0000;
3544588179681511;162.0000;
3544588312993386;163.0000;
3544588446346927;164.0000;
3544588512990365;165.0000;
3544588646346302;166.0000;
3544588712989636;168.0000;
3544588846347344;169.0000;
3544588912985677;170.0000;
3544589046344011;171.0000;
3544589112983854;172.0000;
3544589246316094;173.0000;
3544589312981407;173.0000;
3544589446337604;173.0000;
3544589512980886;173.0000;
3544589646335521;172.0000;
3544589712973594;172.0000;
3544589846334323;172.0000;
3544589979666615;171.0000;
3544590046315104;170.0000;
3544590179665782;170.0000;
3544590246335261;169.0000;
3544590379638698;167.0000;
3544590446322969;165.0000;
3544590579660677;163.0000;
3544590646326719;160.0000;
3544590779659740;156.0000;
3544590846324427;153.0000;
3544590979653490;151.0000;
3544591046298594;149.0000;
3544591179655157;148.0000;
3544591312963177;149.0000;
3544591379641354;150.0000;
3544591512959219;150.0000;
3544591579648802;149.0000;
3544591712966354;132.0000;
3544591779647188;104.0000;
3544591912963802;84.0000;
3544591979649427;75.0000;
3544592112962240;63.0000;
3544592179637240;59.0000;
3544592312952240;62.0000;
3544592379666407;59.0000;
3544592512953698;56.0000;
3544592579639323;55.0000;
3544592712948177;56.0000;
3544592846281302;56.0000;
3544592912955782;57.0000;
3544593046301615;59.0000;
3544593112944636;78.0000;
3544593246299011;102.0000;
3544593312942032;106.0000;
