Sensor: bosch_bmp380 Pressure Sensor Non-wakeup
Vendor: Bosch
TimestampPres [ns]; Pres [mBar]
3544577497014636;860.8738;
3544577537010677;860.8625;
3544577577011511;860.8521;
3544577617011979;860.8447;
3544577657011979;860.8344;
3544577697012552;860.8236;
3544577737012032;860.8124;
3544577777013594;860.7996;
3544577817014636;860.7974;
3544577857013802;860.7883;
3544577897014636;860.7870;
3544577937013021;860.7850;
3544577976991927;860.7827;
3544578016988177;860.7781;
3544578056987761;860.7757;
3544578096990157;860.7761;
3544578136990677;860.7726;
3544578177013282;860.7719;
3544578217013282;860.7712;
3544578257012240;860.7723;
3544578297010938;860.7767;
3544578337012552;860.7758;
3544578377014063;860.7767;
3544578417014636;860.7745;
3544578457013021;860.7780;
3544578497010938;860.7749;
3544578537012761;860.7761;
3544578577015365;860.7774;
3544578617012240;860.7798;
3544578657013802;860.7785;
3544578697014323;860.7811;
3544578737014636;860.7828;
3544578777013802;860.7829;
3544578817012032;860.7878;
3544578857013021;860.7809;
3544578897012552;860.7763;
3544578936988594;860.7770;
3544578976990261;860.7824;
3544579016993282;860.7805;
3544579056987240;860.7861;
3544579097014115;860.7792;
3544579137015365;860.7839;
3544579177014636;860.7902;
3544579217016407;860.7852;
3544579257014844;860.7778;
3544579297014115;860.7794;
3544579337012552;860.7748;
3544579377014323;860.7826;
3544579417013282;860.7806;
3544579457010782;860.7826;
3544579497014844;860.7868;
3544579537014636;860.7880;
3544579577013282;860.7895;
3544579617018490;860.7911;
3544579657014323;860.7870;
3544579697016719;860.7845;
3544579737013594;860.7800;
3544579777014844;860.7781;
3544579816989427;860.7784;
3544579856988594;860.7789;
3544579896995469;860.7825;
3544579936989323;860.7813;
3544579976986198;860.7873;
3544580017013021;860.7937;
3544580057013802;860.7870;
3544580097014844;860.7831;
3544580137012552;860.7832;
3544580177014115;860.7831;
3544580217015365;860.7877;
3544580257014323;860.7863;
3544580297014636;860.7894;
3544580337010677;860.7873;
3544580377011198;860.7923;
3544580417016198;860.7856;
3544580457012032;860.7905;
3544580497013021;860.7949;
3544580537013802;860.7990;
3544580577013021;860.7907;
3544580617015886;860.7899;
3544580657013282;860.7894;
