TimestampGNSS [ns]; UTC time [ms]; Lat [deg]; Lon [deg]; Height [m]; Speed [m/s]; Heading [deg]; Hor Acc [m]; Vert Acc [m]; Speed Acc [m/s]; Heading Acc [deg]
988284316554414;1638917145437;40.226748420000;-111.633181430000;1401.3928;0.0000;-3000.0000;8.02462101;12.52419472;0.08602326;-1.00000000;
988285379383841;1638917147000;40.226746830000;-111.633165550000;1403.1743;1.0300;348.4000;5.86435652;9.27015495;0.82927680;9.14695644;
988286389277799;1638917148000;40.226765010000;-111.633144840000;1409.0369;2.6600;345.5000;4.01915789;5.63836432;0.19416487;2.79199386;
988287387483215;1638917149000;40.226798580000;-111.633133800000;1406.3059;4.5700;348.0000;3.79009247;4.50041771;0.10816654;0.87241668;
988288385712642;1638917150000;40.226848540000;-111.633094520000;1404.4778;5.4800;351.5000;3.79009247;3.60170650;0.05000000;0.37586880;
988289392768214;1638917151000;40.226895550000;-111.633099460000;1404.1675;5.7400;349.9000;3.79009247;2.99978209;1.12004459;10.98306942;
988290377985922;1638917152000;40.226951410000;-111.633101640000;1403.1559;6.8500;353.2000;3.79009247;2.55674458;0.10816654;0.65558267;
988291393939724;1638917153000;40.227009970000;-111.633099940000;1402.0972;6.6800;358.1000;3.79009247;2.50000000;0.10816654;0.66997445;
988292386370348;1638917154000;40.227070710000;-111.633096970000;1401.6547;6.6400;359.9000;3.79009247;2.50000000;0.05000000;0.30919671;
988293392412588;1638917155000;40.227135790000;-111.633097650000;1401.3508;6.3000;355.7000;3.79009247;2.50000000;0.14212671;0.93386286;
988294391574410;1638917156000;40.227192970000;-111.633104020000;1401.0101;6.3500;356.6000;3.79009247;2.50000000;0.23600848;1.51559210;
988295395089670;1638917157000;40.227253090000;-111.633102390000;1400.5790;6.5400;3.3000;3.79009247;2.50000000;0.15811388;0.92004770;
988296394975972;1638917158000;40.227312420000;-111.633099440000;1399.7302;6.0500;0.8000;3.79009247;2.50000000;0.63245553;5.65115023;
988297389335451;1638917159000;40.227370520000;-111.633095730000;1399.4281;6.1800;0.6000;3.79009247;2.50000000;1.25642347;11.05130672;
988298398568054;1638917160000;40.227436460000;-111.633096940000;1398.8075;6.7000;359.2000;3.79009247;2.50000000;1.11139548;7.62678242;
988299387189304;1638917161000;40.227496130000;-111.633102460000;1399.1187;6.5800;357.4000;3.79009247;2.50000000;1.13017702;7.84239674;
