Sensor: mmc5603x Magnetometer Non-wakeup
Vendor: memsic
TimestampMag [ns]; MagX [uT]; MagY [uT]; MagZ [uT]
990542708470895;25.5834;-20.1544;0.2074;
990542718470895;25.5834;-20.1544;0.2074;
990542729804229;25.2662;-20.5448;-0.1830;
990542739804229;25.2418;-20.5692;-0.2196;
990542749804229;25.1930;-20.6790;-0.1586;
990542759804229;25.2906;-20.6668;-0.1830;
990542769804229;25.3150;-20.6546;-0.1952;
990542779804229;25.2906;-20.6180;-0.1342;
990542789804229;25.3028;-20.6302;-0.1342;
990542799804229;25.3638;-20.6302;-0.1220;
990542809804229;25.2418;-20.6180;0.0244;
990542819804229;25.3272;-20.6058;-0.0122;
990542829804229;25.4614;-20.5204;-0.1464;
990542839804229;25.5590;-20.4960;-0.3294;
990542849804229;25.6810;-20.4960;-0.5002;
990542859804229;25.7664;-20.5204;-0.5734;
990542869804229;25.8274;-20.5326;-0.6222;
990542879804229;25.8640;-20.5692;-0.7198;
990542889804229;25.9372;-20.5692;-0.8784;
990542899804229;25.7664;-20.6180;-0.7076;
990542909804229;25.5102;-20.6790;-0.4758;
990542919804229;25.3516;-20.7156;-0.2440;
990542929804229;25.2662;-20.7278;-0.1342;
990542939804229;25.1442;-20.7400;-0.0610;
990542949804229;25.0344;-20.7278;0.0732;
990542959804229;24.9490;-20.7278;0.1586;
990542969804229;24.9124;-20.6546;0.3294;
990542979804229;24.9734;-20.6302;0.3172;
990542989804229;25.1808;-20.5692;0.1342;
990542999804229;25.2052;-20.5204;0.1464;
990543009804229;25.1320;-20.4838;0.2440;
990543019804229;25.3516;-20.4594;-0.0244;
990543029804229;25.5468;-20.4838;-0.2928;
990543039804229;25.7420;-20.4716;-0.4636;
990543049804229;25.9128;-20.4960;-0.6832;
990543059804229;26.0348;-20.4716;-0.8784;
990543069804229;26.1080;-20.4472;-0.9150;
990543079804229;26.2544;-20.4472;-1.1346;
990543089804229;26.3642;-20.4838;-1.2932;
990543099804229;26.2300;-20.4960;-1.0248;
990543109804229;26.1812;-20.4838;-0.9028;
990543119804229;26.1446;-20.4350;-0.8662;
990543129804229;25.9982;-20.4838;-0.6954;
990543139804229;25.8030;-20.4960;-0.4636;
990543149804229;25.5102;-20.5204;-0.1464;
990543159804229;25.1564;-20.5692;0.3050;
990543169804229;24.9368;-20.5570;0.6344;
990543179804229;24.7538;-20.5814;0.8418;
990543189804229;24.5098;-20.6058;1.1956;
990543199804229;24.2414;-20.6790;1.5494;
990543209804229;24.1072;-20.6302;1.7324;
990543219804229;24.0340;-20.6546;1.8544;
990543229804229;24.1316;-20.6668;1.7202;
990543239804229;24.2780;-20.6546;1.4884;
990543249804229;24.4122;-20.6790;1.4030;
990543259804229;24.5098;-20.6790;1.2322;
990543269804229;24.7294;-20.6424;0.9516;
990543279804229;24.7782;-20.6302;0.8174;
990543289804229;24.8758;-20.6302;0.7076;
990543299804229;25.1320;-20.5692;0.4026;
990543309804229;25.2540;-20.5326;0.3172;
990543319804229;25.2540;-20.5204;0.4270;
990543329804229;25.1320;-20.5326;0.5490;
990543339804229;25.1076;-20.5326;0.6954;
990543349804229;24.9002;-20.5082;0.9882;
990543359804229;24.9002;-20.4838;1.0980;
990543369804229;24.8514;-20.4960;1.1834;
990543379804229;24.5830;-20.5570;1.4884;
990543389804229;24.4000;-20.5692;1.6958;
990543399804229;24.3634;-20.5570;1.6958;
990543409804229;24.2902;-20.5814;1.7446;
990543419804229;24.2658;-20.5814;1.6958;
990543429804229;24.3146;-20.5814;1.5250;
990543439804229;24.1194;-20.6058;1.7080;
990543449804229;24.1560;-20.5936;1.7202;
990543459804229;24.2414;-20.5814;1.6958;
990543469804229;24.3268;-20.5692;1.6348;
990543479804229;24.2902;-20.5326;1.7324;
990543489804229;24.4610;-20.4716;1.5494;
990543499804229;24.5464;-20.4594;1.5250;
990543509804229;24.5342;-20.4716;1.6104;
990543519804229;24.6684;-20.4716;1.5250;
990543529804229;24.6684;-20.4350;1.4152;
990543539804229;24.7782;-20.3862;1.2810;
990543549804229;24.7782;-20.3862;1.2932;
990543559804229;24.8026;-20.3984;1.2688;
990543569804229;24.7172;-20.4228;1.3664;
990543579804229;24.6440;-20.4228;1.3542;
990543589804229;24.6318;-20.3984;1.3664;
990543599804229;24.6684;-20.3374;1.2688;
990543609804229;24.7416;-20.3984;1.3054;
990543619804229;24.6928;-20.3984;1.3542;
990543629804229;24.7904;-20.3740;1.2688;
990543639804229;24.9612;-20.3496;1.1102;
990543649804229;25.0832;-20.3130;1.0004;
990543659804229;25.1930;-20.2520;1.0004;
990543669804229;25.3516;-20.2276;0.8174;
990543679804229;25.5468;-20.2398;0.6100;
990543689804229;25.7664;-20.1910;0.3538;
990543699804229;26.0348;-20.1666;0.0976;
990543709804229;26.1446;-20.1544;-0.0366;
990543719804229;26.1568;-20.1300;-0.0122;
990543729804229;26.2544;-20.1178;-0.0854;
990543739804229;26.2910;-20.1544;-0.1342;
990543749804229;26.3276;-20.1544;-0.1220;
990543759804229;26.3764;-20.1422;-0.0610;
990543769804229;26.1446;-20.1666;0.1830;
990543779804229;25.9128;-20.2154;0.4636;
990543789804229;25.7054;-20.2276;0.7320;
990543799804229;25.5346;-20.2764;0.9028;
990543809804229;25.3760;-20.2764;1.1346;
990543819804229;25.2784;-20.3008;1.2932;
990543829804229;25.2296;-20.2886;1.4396;
990543839804229;25.0344;-20.3618;1.6958;
990543849804229;25.0222;-20.3618;1.7568;
990543859804229;24.9490;-20.4106;1.8544;
990543869804229;25.1442;-20.4106;1.6226;
990543879804229;25.3394;-20.4106;1.4274;
990543889804229;25.4126;-20.4106;1.3298;
990543899804229;25.5224;-20.4106;1.2322;
990543909804229;25.5102;-20.4716;1.2078;
990543919804229;25.5346;-20.4594;1.0980;
990543929804229;25.4248;-20.4960;1.1468;
990543939804229;25.4370;-20.4716;1.0614;
990543949804229;25.2662;-20.5326;1.2444;
990543959804229;25.2662;-20.5814;1.2810;
990543969804229;25.3882;-20.6424;1.1590;
990543979804229;25.4492;-20.6668;1.0004;
990543989804229;25.5712;-20.6912;0.7930;
990543999804229;25.7054;-20.7522;0.6344;
990544009804229;25.7298;-20.8010;0.6344;
990544019804229;25.8396;-20.8498;0.5612;
990544029804229;25.9006;-20.8986;0.4880;
990544039804229;25.8152;-20.9596;0.4880;
990544049804229;25.7542;-21.0084;0.5490;
990544059804229;25.5590;-21.1060;0.7808;
990544069804229;25.3638;-21.1182;1.0126;
990544079804229;25.1320;-21.1304;1.3176;
990544089804229;25.2296;-21.0816;1.2688;
990544099804229;25.1930;-21.1182;1.3908;
990544109804229;25.0710;-21.1060;1.4884;
990544119804229;25.0222;-21.1182;1.5372;
990544129804229;24.8758;-21.1304;1.6470;
990544139804229;24.9124;-21.1060;1.6592;
990544149804229;24.9368;-21.1426;1.5494;
990544159804229;24.9612;-21.1548;1.4884;
990544169804229;24.8880;-21.2036;1.5250;
990544179804229;24.8026;-21.2280;1.5250;
990544189804229;24.8758;-21.2402;1.5250;
990544199804229;24.9368;-21.2280;1.5128;
990544209804229;25.0954;-21.2402;1.3298;
990544219804229;25.1686;-21.2524;1.2200;
990544229804229;25.2784;-21.2646;1.1956;
990544239804229;25.4736;-21.2646;0.9638;
990544249804229;25.6444;-21.2646;0.7564;
990544259804229;25.8274;-21.2524;0.6100;
990544269804229;25.9006;-21.2890;0.4636;
990544279804229;25.9006;-21.3012;0.4148;
990544289804229;25.8518;-21.2890;0.5002;
990544299804229;25.7908;-21.3012;0.4880;
990544309804229;25.8762;-21.2890;0.3660;
990544319804229;25.9250;-21.2768;0.3538;
990544329804229;25.9128;-21.3134;0.3416;
990544339804229;25.8762;-21.3134;0.3416;
990544349804229;25.8884;-21.3012;0.3660;
990544359804229;25.9250;-21.3134;0.4026;
