Sensor: bmi160 Accelerometer Non-wakeup
Vendor: BOSCH
TimestampAcc [ns]; AccX [m/s^2]; AccY [m/s^2]; AccZ [m/s^2]
577511041565039;-9.5219;0.2674;-2.2941;
577511051644309;-9.4860;0.2171;-2.3109;
577511061709518;-9.4645;0.2865;-2.3327;
577511071872434;-9.4932;0.2889;-2.3109;
577511081937643;-9.5195;0.3224;-2.3228;
577511092112747;-9.5052;0.3511;-2.2774;
577511102206289;-9.4837;0.3751;-2.2774;
577511112324257;-9.4908;0.3799;-2.2510;
577511122403945;-9.5076;0.3823;-2.2463;
577511132496028;-9.5148;0.3799;-2.2104;
577511142632070;-9.5124;0.3224;-2.1793;
577511152672591;-9.5172;0.3200;-2.2056;
577511162825924;-9.5028;0.3224;-2.2654;
577511172920143;-9.4956;0.3416;-2.2415;
577511183053112;-9.5315;0.3583;-2.2104;
577511193154934;-9.5438;0.3607;-2.1721;
577511203256601;-9.5172;0.3607;-2.1386;
577511213328737;-9.5148;0.3775;-2.1888;
577511223439726;-9.4932;0.4301;-2.2391;
577511233546914;-9.4956;0.4493;-2.2582;
577511243689101;-9.5315;0.3990;-2.2319;
577511253772070;-9.5028;0.3823;-2.1673;
577511263852226;-9.4980;0.3607;-2.1864;
577511273952434;-9.4932;0.3129;-2.2199;
577511284062955;-9.5052;0.2148;-2.2128;
577511294159570;-9.5462;0.1546;-2.2893;
577511304278007;-9.5172;0.1714;-2.2965;
577511314405664;-9.4980;0.1666;-2.3204;
577511324466809;-9.4980;0.1403;-2.2845;
577511334580820;-9.5100;0.1618;-2.3109;
577511344676601;-9.5148;0.1738;-2.3351;
577511354791914;-9.4956;0.1594;-2.3180;
577511364895664;-9.5219;0.1379;-2.3614;
577511374988164;-9.5172;0.0876;-2.3686;
577511385121289;-9.4980;0.0613;-2.3686;
577511395212226;-9.5004;0.0470;-2.3662;
577511405305872;-9.5195;-0.0440;-2.3204;
577511415426497;-9.5486;-0.0969;-2.3013;
577511425520143;-9.5004;-0.0655;-2.3830;
577511435613320;-9.4573;-0.0176;-2.4547;
577511445715612;-9.5195;-0.0296;-2.4069;
577511455850455;-9.5821;-0.1567;-2.2869;
577511465943945;-9.6156;-0.2309;-2.3204;
577511476014153;-9.6060;-0.2213;-2.4236;
577511486120403;-9.4549;-0.3915;-2.4165;
577511496229049;-9.5701;-0.3485;-2.4547;
577511506332278;-9.4190;-0.4657;-2.1314;
577511516426445;-9.5845;-0.4490;-2.0139;
577511526545195;-9.7639;-0.8010;-2.0186;
577511536642487;-9.7161;-0.9281;-2.2774;
577511546749049;-9.4621;-0.9066;-2.7829;
577511556850403;-9.3975;-1.0502;-3.0153;
577511566982122;-9.5462;-1.2945;-2.7326;
577511577058112;-9.6969;-1.6756;-2.0883;
577511587162487;-9.7161;-1.7904;-1.6570;
577511597267695;-9.6275;-1.0860;-2.2175;
577511607374153;-9.4430;-0.7699;-2.6632;
577511617474622;-9.4262;-0.5782;-2.6034;
577511627574778;-9.6371;-0.5949;-2.3686;
577511637677174;-9.6802;-0.5877;-2.1218;
577511647797070;-9.4813;-0.5255;-2.0258;
577511657887695;-9.3975;-0.4992;-2.2008;
577511667995143;-9.4597;-0.6072;-2.4045;
577511678091862;-9.5172;-0.6574;-2.3949;
577511688194882;-9.5148;-0.5590;-2.3925;
577511698300455;-9.4430;-0.3099;-2.4715;
577511708405039;-9.3544;0.0111;-2.4356;
577511718512070;-9.3018;0.2267;-2.2152;
577511728613216;-9.3257;0.6721;-2.1936;
577511738713789;-9.3449;1.4124;-2.3133;
577511748817278;-9.2898;1.9059;-2.2128;
577511758921862;-9.2755;2.2699;-2.0569;
577511769022278;-9.3185;2.5119;-1.8655;
577511779125716;-9.2513;2.7108;-1.6977;
577511789228632;-9.2417;2.8496;-1.7671;
577511799331966;-9.2827;2.9719;-2.0812;
577511809436966;-9.2827;2.9432;-2.2152;
577511819539622;-9.2656;2.9504;-2.2534;
577511829644362;-9.2683;3.1442;-2.2965;
577511839746184;-9.2106;3.0867;-2.1673;
577511849849987;-9.1938;2.7395;-1.8918;
577511859952539;-9.3233;2.4449;-1.7671;
577511870069205;-9.4214;2.4736;-1.9540;
577511880131549;-9.3114;2.6964;-2.2032;
577511890273164;-8.7963;2.4185;-2.8765;
577511900369778;-8.2214;2.6174;-5.3940;
577511910468528;-9.2441;2.8184;-4.5197;
577511920607851;-9.9078;2.2699;-2.0019;
577511930672695;-10.5138;0.3224;1.3756;
577511940781028;-10.1426;0.0924;0.1780;
577511950882695;-8.8394;2.3874;-2.4236;
577511960975716;-8.3818;2.4305;-3.4035;
577511971087799;-9.0526;3.1370;-4.9484;
577511981198112;-9.2827;2.8639;-4.2299;
577511991292591;-8.8107;2.7491;-2.3734;
577512001403320;-8.8250;3.1131;-1.2691;
577512011502539;-9.3808;3.4510;-1.2595;
577512021605299;-9.6012;3.3431;-1.4988;
577512031708424;-9.4454;3.0341;-2.2104;
577512041829518;-9.5749;2.9647;-3.3027;
577512051915455;-9.5100;2.6653;-2.9818;
577512062017382;-9.1244;1.9633;-1.5637;
577512072118841;-9.3090;1.6950;-1.2401;
577512082250664;-9.6060;1.8676;-1.9588;
577512092324362;-9.4454;1.2589;-2.1338;
577512102425820;-9.3784;1.1632;-2.7685;
577512112535455;-9.5219;1.0819;-3.1134;
577512122640507;-9.4047;1.1489;-2.5217;
577512132739778;-9.2874;1.0484;-1.4557;
577512142844153;-9.5462;1.0077;-1.2329;
577512152956653;-9.7735;0.9787;-1.5060;
577512163056445;-9.6060;0.9954;-1.9134;
577512173151289;-9.4837;1.1154;-2.5074;
577512183262382;-9.4262;1.2470;-2.7829;
577512193357174;-9.3090;1.2709;-2.3157;
577512203452539;-9.3592;1.3549;-1.8009;
577512213547851;-9.5773;1.4339;-1.8392;
577512223688476;-9.6419;1.2808;-1.9373;
577512233783841;-9.4310;1.4913;-2.1888;
577512243879153;-9.3640;1.6352;-2.3758;
577512253986914;-9.3808;1.7237;-2.3351;
577512264082278;-9.3090;1.7788;-1.9445;
577512274177591;-9.3951;1.7285;-1.7671;
577512284338059;-9.5677;1.7692;-1.9660;
577512294433424;-9.4717;1.8652;-2.1027;
577512304528737;-9.3185;1.9896;-2.1673;
577512314615664;-9.3832;2.0375;-2.2798;
577512324710976;-9.3281;2.0040;-2.1338;
577512334806289;-8.9877;2.6390;-2.0955;
577512344900299;-9.0670;3.7576;-2.3327;
577512354995664;-9.5821;3.9494;-1.9923;
577512365090976;-9.6132;4.0953;-1.4940;
577512375219987;-9.4071;4.3445;-1.6618;
577512385315299;-9.2034;4.0642;-1.8990;
577512395410664;-9.0359;3.2474;-1.8248;
577512405554414;-9.2345;2.4233;-1.8918;
577512415649778;-9.5004;1.9561;-2.1266;
577512425745091;-9.5342;1.5248;-2.0716;
577512435829153;-9.4382;1.1489;-1.9134;
577512445924466;-9.4047;1.0890;-1.9899;
577512456019830;-9.4119;1.2159;-2.0955;
577512466180976;-9.3855;1.5467;-2.1482;
577512476276341;-9.4932;2.1120;-2.3447;
577512486371653;-9.5821;2.5238;-2.3204;
577512496473059;-9.5195;1.7142;-1.7985;
577512506568372;-9.3233;0.7561;-2.0378;
577512516663737;-9.3760;1.1345;-2.1601;
577512526773476;-9.3784;1.3645;-2.2223;
577512536868789;-9.4095;1.0149;-2.3228;
577512546964153;-9.5940;0.8231;-2.4523;
577512557081237;-9.4956;0.6912;-2.3518;
577512567176549;-9.4310;0.5524;-2.3133;
577512577271914;-9.5195;0.3775;-2.3590;
577512587393632;-9.5124;0.2626;-2.3518;
577512597488945;-9.5581;0.2171;-2.3303;
577512607584309;-9.5725;0.3416;-2.3423;
577512617720351;-9.4214;0.8255;-2.3638;
577512627815716;-9.3281;1.4459;-2.3614;
577512637911028;-9.3425;1.8652;-2.4141;
577512648016653;-9.3736;1.9968;-2.4260;
577512658112018;-9.3162;1.8317;-2.3830;
577512668207330;-9.2827;1.5754;-2.4165;
577512678324674;-9.3616;1.4961;-2.4691;
577512688419987;-9.4454;1.4818;-2.2989;
577512698515351;-9.3401;1.6089;-2.2199;
577512708633737;-9.1962;2.0686;-2.4117;
577512718729101;-9.2827;2.3970;-2.4308;
577512728824414;-9.3951;2.5813;-2.1769;
577512738944049;-9.4669;2.8304;-2.0258;
577512749039414;-9.4884;2.9336;-2.0979;
577512759134726;-9.3353;2.7132;-2.0955;
577512769254466;-9.2345;2.3010;-2.2032;
577512779349830;-9.2010;2.1120;-2.3949;
577512789445143;-9.2297;2.1263;-2.3806;
577512799560559;-9.3473;2.1096;-2.2080;
577512809655872;-9.5076;1.8293;-2.1051;
577512819751237;-9.5028;1.6400;-2.1170;
577512829881341;-9.3520;1.5969;-2.1338;
577512839976705;-9.3138;1.5897;-2.1601;
577512850072018;-9.3664;1.5873;-2.2008;
577512860183945;-9.3879;1.5826;-2.1769;
577512870279257;-9.4765;1.7333;-2.0836;
577512880374674;-9.4789;1.9250;-1.9588;
577512890514309;-9.3305;2.1263;-2.0091;
577512900609674;-9.3855;2.1191;-2.0668;
577512910704987;-9.4549;1.8724;-2.0115;
577512920788164;-9.4525;1.6687;-1.9875;
577512930883528;-9.3712;1.6950;-2.1051;
577512940978841;-9.3425;1.8341;-2.1864;
577512951114674;-9.4597;1.9777;-2.0019;
577512961210039;-9.4884;2.2579;-1.8703;
577512971305351;-9.5749;2.1526;-1.8248;
577512981418268;-9.5486;1.6807;-1.8703;
577512991513580;-9.2994;1.4602;-2.0258;
577513001608945;-9.2560;1.2350;-2.2702;
577513011732278;-9.3927;1.0244;-2.2822;
577513021827591;-9.5605;0.9835;-2.0330;
577513031922955;-9.6682;1.1608;-1.8799;
577513042077330;-9.5219;1.3836;-1.9229;
577513052172695;-9.3808;1.5419;-1.9971;
577513062268007;-9.3473;1.7046;-2.0234;
577513072354049;-9.3903;1.8963;-2.1218;
577513082449414;-9.5052;1.9729;-2.0764;
577513092544726;-9.5028;1.8772;-1.9636;
577513102665299;-9.4382;1.9705;-1.9804;
577513112760664;-9.4095;1.8413;-1.9708;
577513122855976;-9.4214;1.7740;-2.0258;
577513132966341;-9.3975;1.6854;-2.1075;
577513143061653;-9.3951;1.7094;-2.1912;
577513153157018;-9.4669;1.7357;-2.0979;
577513163289309;-9.5243;1.6232;-1.9684;
577513173384674;-9.4119;1.6854;-2.0402;
577513183479987;-9.3640;1.6902;-2.1003;
577513193609674;-9.4143;1.5344;-2.1290;
577513203705039;-9.4023;1.3334;-2.1577;
577513213800351;-9.3640;1.3119;-2.2032;
577513223894205;-9.4143;1.3693;-2.1769;
577513233989518;-9.4454;1.5009;-2.0836;
577513244084934;-9.5076;1.7740;-2.0836;
577513254213580;-9.4669;2.0662;-2.0979;
577513264308893;-9.3114;2.2388;-2.0859;
577513274404205;-9.3257;2.2220;-2.1218;
577513284530403;-9.3975;2.1191;-2.0569;
577513294625716;-9.4214;2.0856;-2.0426;
577513304721132;-9.4047;2.0518;-2.1577;
577513314818528;-9.3185;1.9920;-2.1960;
577513324913841;-9.2922;1.9681;-2.2104;
577513335009153;-9.3305;2.0856;-2.1290;
577513345138893;-9.3808;2.3130;-2.0354;
577513355234205;-9.4382;2.4592;-2.0354;
577513365329570;-9.4095;2.5286;-2.0740;
577513375482903;-9.3233;2.4760;-2.0955;
577513385578268;-9.2707;2.3946;-2.1434;
577513395673580;-9.2779;2.4760;-2.1505;
577513405768737;-9.3473;2.5071;-2.1625;
577513415864049;-9.5462;2.2603;-2.0569;
577513425959414;-9.4980;1.8245;-1.9588;
577513436081653;-9.2584;1.7189;-2.1410;
577513446176966;-9.1986;1.7883;-2.3327;
577513456272330;-9.3520;1.8126;-2.2247;
577513466388632;-9.5004;1.7931;-2.0234;
577513476483945;-9.5581;1.7740;-2.1410;
577513486579309;-9.5243;1.4171;-2.1721;
577513496704153;-9.0933;1.3430;-2.2008;
577513506799466;-9.3162;0.9811;-2.4045;
577513516894830;-9.6251;0.7609;-2.2319;
577513527011445;-9.4813;1.0890;-2.0354;
577513537106757;-9.4573;1.6113;-2.2343;
577513547202122;-9.3305;1.9561;-2.3495;
577513557316341;-9.2369;2.1407;-2.1984;
577513567411705;-9.4621;2.1957;-2.1266;
577513577507018;-9.5291;1.9872;-2.1075;
577513587631862;-9.3664;1.7046;-2.2247;
577513597727226;-9.1723;1.6208;-2.3399;
577513607822539;-9.2465;1.6352;-2.4093;
577513617945559;-9.4597;1.6232;-2.3157;
577513628040872;-9.5052;1.6208;-2.1290;
577513638136237;-9.4286;1.7261;-2.1601;
577513648265403;-9.3114;1.8724;-2.2750;
577513658360768;-9.2321;1.8317;-2.2415;
577513668456080;-9.3664;1.8939;-2.2391;
577513678564362;-9.5004;2.1766;-2.2295;
577513688659726;-9.3640;2.3010;-2.0593;
577513698755039;-9.2513;2.2819;-2.0498;
577513708874882;-9.2803;2.3273;-2.1529;
577513718970247;-9.2755;2.2292;-2.1147;
577513729065559;-9.4023;1.7788;-2.1697;
577513739189153;-9.5725;1.6017;-2.2487;
577513749284518;-9.3975;2.0809;-2.0859;
577513759379830;-9.2369;2.6677;-2.0186;
577513769502487;-9.3975;2.8881;-1.9756;
577513779597799;-9.3401;2.9623;-1.9349;
577513789693164;-9.2874;2.9192;-2.1099;
577513799799987;-9.3090;2.9216;-2.2510;
577513809895351;-9.4334;2.7802;-1.9875;
577513819990664;-9.4669;2.2053;-1.8607;
577513830112487;-9.3066;1.5945;-2.2128;
577513840207851;-9.0909;0.8279;-2.5792;
577513850303164;-8.9207;0.8351;-2.9028;
577513860421653;-9.8312;1.0364;-2.5744;
577513870516966;-9.9700;1.2855;-1.8942;
577513880612330;-9.3257;1.7285;-1.8511;
577513890755768;-9.0359;2.4640;-2.3901;
577513900851132;-9.2321;2.4808;-2.2056;
