Sensor: mmc5603x Magnetometer Non-wakeup
Vendor: memsic
TimestampMag [ns]; MagX [uT]; MagY [uT]; MagZ [uT]
1191805076445532;26.5350;-16.7872;0.1708;
1191805086445532;26.5350;-16.7872;0.1708;
1191805097855844;25.5468;-15.6770;0.5856;
1191805107855844;25.3638;-15.6892;0.8296;
1191805117855844;25.2540;-15.6770;0.9394;
1191805127855844;25.2052;-15.7258;1.0858;
1191805137855844;25.0954;-15.6770;1.1956;
1191805147855844;25.0954;-15.6770;1.1956;
1191805157855844;24.9856;-15.6648;1.3542;
1191805167855844;24.9124;-15.6282;1.4274;
1191805177855844;24.9856;-15.6526;1.4030;
1191805187855844;25.1076;-15.6160;1.2200;
1191805197855844;25.2540;-15.6404;1.0370;
1191805207855844;25.3638;-15.5794;0.8540;
1191805217855844;25.5102;-15.5794;0.6344;
1191805227855844;25.5346;-15.5672;0.5612;
1191805237855844;25.5468;-15.5672;0.4636;
1191805247855844;25.5224;-15.6160;0.4758;
1191805257855844;25.4004;-15.6282;0.4758;
1191805267855844;25.2296;-15.6648;0.6344;
1191805277855844;25.0832;-15.6404;0.7808;
1191805287855844;24.9856;-15.6526;0.9150;
1191805297855844;24.8636;-15.7014;1.1712;
1191805307855844;24.7904;-15.6892;1.3420;
1191805317855844;24.8026;-15.6526;1.4030;
1191805327855844;24.7904;-15.5916;1.4396;
1191805337855844;24.7050;-15.5550;1.6592;
1191805347855844;24.6806;-15.5184;1.7202;
1191805357855844;24.5830;-15.5550;1.8910;
1191805367855844;24.3878;-15.5794;2.1228;
1191805377855844;24.3146;-15.5672;2.1960;
1191805387855844;24.1194;-15.5794;2.3546;
1191805397855844;24.0218;-15.6282;2.5132;
1191805407855844;23.8876;-15.6526;2.7450;
1191805417855844;23.8144;-15.6160;2.8792;
1191805427855844;23.6558;-15.6038;3.1110;
1191805437855844;23.5704;-15.5794;3.1964;
1191805447855844;23.5338;-15.5672;3.2452;
1191805457855844;23.6192;-15.4940;3.0988;
1191805467855844;23.7534;-15.4818;3.0134;
1191805477855844;23.7900;-15.4940;2.9646;
1191805487855844;23.8876;-15.4818;2.8670;
1191805497855844;23.9974;-15.4818;2.7084;
1191805507855844;24.0706;-15.5428;2.6352;
1191805517855844;24.1926;-15.5428;2.5132;
1191805527855844;24.3512;-15.5306;2.3912;
1191805537855844;24.2902;-15.5672;2.4278;
1191805547855844;24.2902;-15.5672;2.4034;
1191805557855844;24.3268;-15.5184;2.3790;
1191805567855844;24.3390;-15.5306;2.3302;
1191805577855844;24.4122;-15.5428;2.2814;
1191805587855844;24.4732;-15.4818;2.1960;
1191805597855844;24.5098;-15.4208;2.1472;
1191805607855844;24.5220;-15.4330;2.0618;
1191805617855844;24.6318;-15.3964;2.0252;
1191805627855844;24.7050;-15.3964;1.9642;
1191805637855844;24.6440;-15.3720;1.9520;
1191805647855844;24.5952;-15.3232;2.0496;
1191805657855844;24.4610;-15.3110;2.1350;
1191805667855844;24.4122;-15.2744;2.2448;
1191805677855844;24.3268;-15.2988;2.4034;
1191805687855844;24.3878;-15.2378;2.4400;
1191805697855844;24.2780;-15.2500;2.5254;
1191805707855844;24.1316;-15.2256;2.6962;
1191805717855844;24.1804;-15.2622;2.7572;
1191805727855844;24.1072;-15.2988;2.7938;
1191805737855844;24.1682;-15.3110;2.7450;
1191805747855844;24.2414;-15.3476;2.5742;
1191805757855844;24.3268;-15.3476;2.4278;
1191805767855844;24.3756;-15.3598;2.2936;
1191805777855844;24.4610;-15.4086;2.1716;
1191805787855844;24.5342;-15.4574;2.0862;
1191805797855844;24.6074;-15.4452;1.9032;
1191805807855844;24.8880;-15.4086;1.5128;
1191805817855844;25.0466;-15.4208;1.3542;
1191805827855844;25.1320;-15.4208;1.2932;
1191805837855844;25.2052;-15.3964;1.1468;
1191805847855844;25.2418;-15.4574;1.0980;
1191805857855844;25.2174;-15.4696;1.1956;
1191805867855844;25.2906;-15.4574;1.1102;
1191805877855844;25.3516;-15.4818;1.1102;
1191805887855844;25.1076;-15.5550;1.4274;
1191805897855844;24.9246;-15.5794;1.6348;
1191805907855844;24.8392;-15.6404;1.7446;
1191805917855844;24.7416;-15.7624;1.9032;
1191805927855844;24.5830;-15.7380;2.0252;
1191805937855844;24.5464;-15.7990;2.0252;
1191805947855844;24.4732;-15.8722;2.0496;
1191805957855844;24.2292;-15.9698;2.2326;
1191805967855844;24.3024;-16.0186;2.0862;
1191805977855844;24.3024;-16.1284;2.0252;
1191805987855844;24.1560;-16.2016;2.1472;
1191805997855844;24.0828;-16.2870;2.1838;
1191806007855844;23.8876;-16.4456;2.3546;
1191806017855844;23.7900;-16.5188;2.3424;
1191806027855844;23.7656;-16.6164;2.2936;
1191806037855844;23.8388;-16.6896;2.0862;
1191806047855844;23.7168;-16.8360;2.1594;
1191806057855844;23.6558;-16.9458;2.1838;
1191806067855844;23.7168;-17.0800;1.9886;
1191806077855844;23.6070;-17.2020;1.9154;
1191806087855844;23.5948;-17.2996;1.8544;
1191806097855844;23.4728;-17.4582;1.9398;
1191806107855844;23.3874;-17.6046;1.9276;
1191806117855844;23.2166;-17.7510;2.0740;
1191806127855844;23.0702;-17.9340;2.0862;
1191806137855844;22.9726;-18.1048;2.0130;
1191806147855844;22.9604;-18.2634;1.9154;
1191806157855844;22.9848;-18.3610;1.7934;
1191806167855844;23.0336;-18.5562;1.6226;
1191806177855844;23.0214;-18.7026;1.4518;
1191806187855844;22.9360;-18.8490;1.3908;
1191806197855844;22.8506;-19.0564;1.3298;
1191806207855844;22.8628;-19.2150;1.2078;
