Sensor: bmi160 Gyroscope Non-wakeup
Vendor: BOSCH
TimestampGyro [ns]; GyroX [rad/s]; GyroY [rad/s]; GyroZ [rad/s]
1793374575193812;0.0013;0.0051;0.0228;
1793374585317353;-0.0051;0.0061;0.0270;
1793374595412249;0.0035;0.0040;0.0228;
1793374605518187;0.0024;-0.0003;0.0217;
1793374615620010;0.0003;-0.0003;0.0238;
1793374625714385;-0.0008;-0.0003;0.0228;
1793374635825426;0.0013;0.0008;0.0206;
1793374645920843;0.0024;0.0040;0.0196;
1793374656019801;0.0024;0.0029;0.0217;
1793374666100374;0.0024;-0.0003;0.0238;
1793374676224801;0.0045;-0.0003;0.0260;
1793374686312978;0.0216;-0.0013;0.0270;
1793374696407770;0.0503;-0.0035;0.0324;
1793374706511832;0.0823;-0.0013;0.0398;
1793374716624228;0.1185;-0.0024;0.0441;
1793374726715270;0.1515;-0.0024;0.0483;
1793374736821624;0.1782;-0.0003;0.0526;
1793374746918187;0.1909;0.0029;0.0547;
1793374757020791;0.1888;0.0040;0.0558;
1793374767125791;0.1728;0.0040;0.0569;
1793374777224020;0.1473;0.0040;0.0569;
1793374787326520;0.1174;0.0029;0.0558;
1793374797422145;0.0855;0.0019;0.0537;
1793374807526832;0.0525;0.0008;0.0505;
1793374817631520;0.0184;0.0019;0.0483;
1793374827732562;-0.0115;0.0061;0.0473;
1793374837841207;-0.0178;0.0083;0.0441;
1793374847949437;-0.0125;0.0093;0.0462;
1793374858045687;-0.0125;0.0093;0.0451;
1793374868140687;-0.0125;0.0093;0.0430;
1793374878236155;-0.0115;0.0072;0.0419;
1793374888342770;-0.0104;0.0040;0.0398;
1793374898444020;-0.0072;0.0040;0.0324;
1793374908549749;-0.0104;0.0072;0.0228;
1793374918672145;-0.0040;0.0115;0.0206;
1793374928757562;-0.0040;0.0093;0.0142;
1793374938861728;-0.0051;0.0072;0.0036;
1793374948957770;-0.0008;0.0061;-0.0092;
1793374959064332;0.0056;0.0019;-0.0166;
1793374969159228;0.0109;0.0008;-0.0220;
1793374979262145;0.0099;0.0019;-0.0284;
1793374989374645;0.0099;-0.0024;-0.0316;
1793374999472874;0.0099;-0.0045;-0.0358;
1793375009573239;0.0109;0.0019;-0.0443;
1793375019671572;0.0130;0.0104;-0.0507;
