Sensor: bmi160 Accelerometer Non-wakeup
Vendor: BOSCH
TimestampAcc [ns]; AccX [m/s^2]; AccY [m/s^2]; AccZ [m/s^2]
3104354831831157;-9.4813;-0.0009;-2.5074;
3104354841938396;-9.5004;0.0015;-2.4691;
3104354852019021;-9.5052;0.0087;-2.4404;
3104354862123553;-9.4717;0.0182;-2.4212;
3104354872233136;-9.4813;0.0135;-2.4380;
3104354882337667;-9.5148;0.0135;-2.4356;
3104354892467511;-9.4932;-0.0081;-2.4212;
3104354902567459;-9.4908;-0.0224;-2.4595;
3104354912652042;-9.4908;-0.0081;-2.4763;
3104354922787615;-9.4645;-0.0176;-2.4882;
3104354932891053;-9.4669;-0.0200;-2.4571;
3104354942998917;-9.4932;-0.0440;-2.4380;
3104354953083396;-9.4837;-0.0631;-2.4141;
3104354963196053;-9.4860;-0.0272;-2.4308;
3104354973291938;-9.4813;-0.0033;-2.4906;
3104354983432563;-9.4932;0.0230;-2.4787;
3104354993510063;-9.4645;0.0254;-2.4571;
3104355003619542;-9.4860;0.0541;-2.4547;
3104355013733084;-9.4813;0.0948;-2.4308;
3104355023822667;-9.4741;0.1164;-2.4356;
3104355033939334;-9.4621;0.1427;-2.4380;
3104355044048084;-9.4549;0.1666;-2.4811;
3104355054154542;-9.4741;0.2052;-2.5241;
3104355064274542;-9.4454;0.1953;-2.4476;
3104355074368605;-9.4789;0.1116;-2.3853;
3104355084475584;-9.5172;0.2770;-2.4308;
3104355094580167;-9.5052;0.2889;-2.4117;
3104355104686313;-9.4310;0.2483;-2.3901;
3104355114785844;-9.4597;0.2124;-2.5193;
3104355124901469;-9.4167;0.2028;-2.5098;
3104355135009334;-9.4573;0.2315;-2.5146;
3104355145127563;-9.4884;0.2506;-2.6177;
3104355155222459;-9.4358;0.2530;-2.6728;
3104355165324334;-9.3712;0.1738;-2.6560;
3104355175432719;-9.4478;-0.0511;-2.3997;
3104355185543501;-9.5988;-0.1807;-2.0907;
3104355195648292;-9.6347;-0.3891;-2.2271;
3104355205756521;-9.4717;-0.3963;-2.3997;
3104355215873709;-9.3999;0.0135;-2.5959;
3104355225974334;-9.5004;0.0326;-3.0344;
3104355236083084;-9.4310;0.0924;-2.8932;
3104355246187042;-9.3832;-0.0344;-2.4739;
3104355256293709;-9.5677;-0.3003;-2.2941;
3104355266410584;-9.5916;-0.1783;-2.3276;
3104355276497355;-9.4143;-0.0320;-2.4523;
3104355286613917;-9.4119;0.0422;-2.6321;
3104355296722563;-9.5243;0.0637;-2.7565;
3104355306830896;-9.4932;0.1020;-2.5265;
3104355316941313;-9.3975;0.0900;-2.3447;
3104355327045063;-9.4406;0.2602;-2.3061;
3104355337153917;-9.4693;0.3775;-2.2941;
3104355347259959;-9.4789;0.3894;-2.3180;
3104355357367146;-9.5028;0.3727;-2.4236;
3104355367471105;-9.4549;0.3846;-2.5672;
3104355377577876;-9.3999;0.3631;-2.4954;
3104355387687667;-9.3832;0.3344;-2.3566;
3104355397792042;-9.4669;0.3248;-2.3252;
3104355407892563;-9.5124;0.3272;-2.3204;
3104355418009855;-9.4310;0.3488;-2.3949;
