Sensor: bmi160 Accelerometer Non-wakeup
Vendor: BOSCH
TimestampAcc [ns]; AccX [m/s^2]; AccY [m/s^2]; AccZ [m/s^2]
973668082787260;-9.3449;2.8424;-1.3624;
973668092932052;-9.3544;2.8089;-1.4557;
973668103070177;-9.3903;2.7156;-1.4653;
973668113151843;-9.3784;2.6318;-1.3887;
973668123291375;-9.3592;2.5789;-1.4198;
973668133373041;-9.3401;2.5502;-1.4725;
973668143519447;-9.3568;2.5119;-1.5422;
973668153602260;-9.3903;2.4903;-1.5541;
973668163733354;-9.3832;2.5190;-1.6044;
973668173802052;-9.3568;2.5430;-1.7001;
973668183917989;-9.3377;2.5645;-1.8464;
973668194034031;-9.3114;2.5669;-1.8057;
973668204143302;-9.3473;2.5765;-1.7360;
973668214249343;-9.3879;2.5597;-1.6092;
973668224338093;-9.3664;2.5454;-1.5179;
973668234441427;-9.3520;2.5286;-1.5251;
973668244545802;-9.3520;2.5382;-1.5589;
973668254672885;-9.3401;2.5693;-1.5972;
973668264756427;-9.3688;2.6127;-1.6020;
973668274854916;-9.3664;2.6246;-1.6427;
973668284962989;-9.3353;2.6557;-1.6546;
973668295092677;-9.3209;2.7108;-1.6355;
973668305176947;-9.3568;2.7108;-1.5733;
973668315271218;-9.3592;2.7203;-1.4581;
973668325373979;-9.3449;2.7562;-1.4031;
973668335478927;-9.3497;2.7682;-1.3935;
973668345583354;-9.3688;2.8184;-1.4533;
973668355701583;-9.3640;2.8280;-1.4103;
973668365811427;-9.3185;2.8639;-1.3887;
973668375903666;-9.3329;2.8711;-1.3935;
973668386004968;-9.3281;2.8232;-1.3313;
973668396115802;-9.3281;2.8400;-1.3887;
973668406223302;-9.3329;2.8065;-1.3768;
973668416321427;-9.3425;2.8113;-1.4318;
973668426421427;-9.3305;2.7060;-1.5179;
973668436561427;-9.3425;2.5956;-1.5517;
973668446619135;-9.3544;2.5190;-1.5900;
973668456739135;-9.3329;2.4951;-1.6714;
973668466843510;-9.3903;2.4042;-1.7216;
973668476975072;-9.3760;2.2244;-1.8176;
973668487041479;-9.3903;2.0928;-1.9875;
973668497150854;-9.3664;2.0136;-2.0545;
973668507278197;-9.3975;1.9226;-1.9804;
973668517381010;-9.4310;1.9753;-1.8655;
973668527472156;-9.4382;1.7620;-1.7886;
973668537580697;-9.4741;1.6256;-1.8200;
973668547674812;-9.4095;1.7213;-1.9540;
973668557796635;-9.3903;1.8003;-2.1649;
973668567913093;-9.4095;1.7596;-2.2056;
973668577988510;-9.4382;1.7668;-2.1003;
973668588117364;-9.3712;1.8245;-1.9205;
973668598193145;-9.3592;1.8748;-1.8368;
973668608296739;-9.3640;2.0303;-1.8894;
973668618415489;-9.3209;2.2364;-1.8703;
973668628517572;-9.3162;2.4401;-1.8224;
973668638622468;-9.3473;2.5238;-1.5541;
973668648727885;-9.3138;2.8496;-1.2691;
973668658831427;-9.2441;3.5348;-1.1803;
973668668943614;-9.2130;3.9709;-1.0965;
973668679035385;-9.2850;4.1432;-0.9984;
973668689144552;-9.3114;4.2296;-0.8617;
973668699249760;-9.2707;4.1599;-0.6580;
973668709357260;-9.2584;3.9996;-0.5312;
973668719475177;-9.2755;3.9251;-0.5599;
973668729566635;-9.2465;3.8868;-0.7202;
973668739670229;-9.2417;3.8677;-0.9502;
973668749768406;-9.2898;3.7528;-1.0989;
973668759881531;-9.2803;3.4582;-1.1659;
973668769985906;-9.2994;3.0748;-1.1396;
973668780094552;-9.3209;2.7562;-1.1252;
973668790194343;-9.3497;2.5478;-1.1874;
973668800289968;-9.3257;2.4401;-1.3720;
973668810404864;-9.3162;2.4185;-1.6762;
973668820509239;-9.3568;2.3611;-1.8823;
973668830605177;-9.3568;2.2172;-1.9780;
973668840702677;-9.3568;1.9729;-1.9516;
973668850814812;-9.4167;1.7142;-1.9277;
973668860932260;-9.4310;1.6232;-1.8535;
973668871017416;-9.3879;1.7405;-1.9899;
973668881129343;-9.3808;2.0447;-2.3853;
973668891234968;-9.3544;2.1981;-2.6704;
973668901340802;-9.3808;2.0809;-2.7182;
973668911439864;-9.4238;1.8867;-2.5648;
973668921552052;-9.3568;1.7812;-2.4476;
973668931647989;-8.5280;2.7562;-4.0119;
973668941760072;-6.3000;6.3736;-7.3367;
973668951872468;-11.8576;1.8173;1.2105;
973668961966322;-12.9117;-1.8144;3.5339;
973668972064708;-8.4873;1.5514;-1.3050;
973668982176322;-7.0642;4.6080;-4.2371;
973668992281010;-8.0895;3.4654;-3.3577;
973669002385593;-10.4898;0.4158;-1.2835;
973669012487572;-11.3402;1.4363;-2.0545;
973669022600385;-9.1531;2.6557;-2.0593;
973669032704135;-8.0058;3.2378;-1.6235;
973669042806427;-8.8633;2.8786;-1.2042;
973669052926479;-9.9509;2.5549;-0.8545;
973669063013614;-10.0466;2.9216;-0.8139;
973669073109552;-9.4334;3.3670;-1.0223;
973669083223718;-9.0359;3.3096;-1.3146;
973669093311843;-9.0550;2.4855;-1.1970;
973669103419656;-9.3879;1.9896;-1.2544;
973669113533562;-9.7854;1.9370;-1.6451;
973669123635385;-9.6395;2.1335;-1.8894;
973669133743822;-9.1819;2.4544;-1.7480;
973669143839447;-9.1436;2.6844;-1.5203;
973669153948822;-9.3975;2.7658;-1.2595;
973669164054239;-9.4406;2.7634;-1.0319;
973669174133614;-9.5028;2.8881;-1.2138;
973669184254656;-9.4143;3.0939;-1.6427;
973669194361427;-9.2082;3.7720;-1.9947;
973669204463822;-9.0168;3.0173;-0.4953;
973669214588718;-9.4095;2.8663;-1.5637;
973669224680750;-9.3257;2.1048;-2.5552;
973669234780750;-9.1603;1.4985;-2.7422;
973669244880750;-9.6419;1.7022;-1.9158;
973669254981270;-9.6180;2.3587;-0.7947;
973669265081270;-9.2154;3.4247;-0.9814;
973669275181270;-9.0263;3.4798;-1.6810;
973669285301583;-9.2106;2.6964;-2.5887;
973669295401583;-9.5028;1.9513;-2.7948;
973669305501583;-9.4837;1.5296;-1.9038;
973669315605958;-9.3520;2.2412;-1.3863;
973669325705958;-9.2898;3.1780;-1.4079;
973669335805958;-9.1986;3.1684;-1.5302;
973669345931270;-9.2970;2.6629;-2.0668;
973669356031270;-9.5100;1.8197;-2.4284;
973669366131322;-9.4358;1.2784;-2.4212;
973669376218458;-9.2827;1.4148;-2.3303;
973669386318458;-9.3784;1.7142;-2.2032;
973669396418458;-9.4884;1.8389;-2.2247;
973669406543614;-9.5148;1.7046;-2.5074;
973669416643614;-9.4238;1.4315;-2.7517;
973669426743614;-9.3090;1.3932;-2.7517;
973669436892312;-9.2827;1.5200;-2.3252;
973669446992312;-9.3999;1.7166;-1.8105;
973669457092312;-9.5653;1.8748;-1.8081;
973669467143145;-9.4956;1.8987;-2.1529;
973669477243145;-9.3042;1.8221;-2.4978;
973669487343145;-9.3185;1.8003;-2.6010;
973669497505177;-9.3592;1.8078;-2.1625;
973669507605177;-9.4023;1.8628;-1.7001;
973669517705177;-9.4837;1.9322;-1.7192;
973669527833666;-9.3688;2.0495;-1.9062;
973669537933666;-9.2465;2.1574;-2.0859;
973669548033666;-9.2874;2.3731;-2.1577;
973669558129187;-9.3808;2.4808;-1.8679;
973669568229187;-9.5195;2.2651;-1.6451;
973669578329239;-9.5486;1.9753;-1.8176;
973669588437208;-9.3544;1.8269;-2.0836;
973669598537208;-9.2034;1.9107;-2.1529;
973669608637208;-9.2632;2.1215;-1.9660;
973669618734187;-9.4023;2.3154;-1.6666;
973669628834187;-9.4765;2.4425;-1.4821;
973669638934187;-9.4119;2.4377;-1.4964;
973669649075802;-9.3114;2.4281;-1.6977;
973669659175854;-9.2393;2.4664;-1.8464;
973669669275802;-9.2731;2.4592;-1.7910;
973669679399135;-9.3281;2.4473;-1.6259;
973669689499135;-9.4167;2.3659;-1.4844;
973669699599187;-9.3903;2.1670;-1.5350;
973669709691427;-9.2779;2.0064;-1.5757;
973669719791427;-9.2489;2.0590;-1.5829;
973669729891427;-9.3377;2.2651;-1.4390;
973669740014291;-9.3832;2.4281;-1.2449;
973669750114291;-9.3401;2.5430;-1.1922;
973669760214291;-9.2707;2.6294;-1.2544;
973669770320229;-9.2034;2.7227;-1.2281;
973669780420229;-9.1914;2.8663;-1.0487;
973669790520229;-9.1508;3.1083;-0.8210;
973669800624708;-9.1077;3.3479;-0.7083;
973669810724708;-9.1412;3.2402;-0.7804;
973669820824708;-9.2513;2.9599;-0.8785;
973669830944604;-9.2441;2.7227;-1.0534;
973669841044604;-9.2106;2.4784;-1.1779;
973669851144604;-9.2178;2.3827;-1.2449;
973669861256114;-9.2465;2.6414;-1.1731;
973669871356166;-9.3520;2.5884;-1.0439;
973669881456166;-9.4717;2.4042;-1.1228;
973669891570125;-9.5291;2.4951;-1.3074;
973669901670125;-9.5291;2.4927;-1.6187;
973669911770125;-9.3425;2.2914;-1.6451;
973669921883562;-9.3736;2.1479;-1.6522;
973669931983562;-9.2345;2.1383;-1.7719;
973669942083562;-9.0957;2.3177;-1.9636;
973669952212364;-9.1005;2.6438;-2.0521;
973669962312416;-9.1890;2.9838;-1.8416;
973669972412416;-9.6156;3.0508;-1.5565;
973669982516166;-10.0179;3.0245;-1.2138;
973669992616166;-9.6730;2.8905;-0.7947;
973670002716166;-9.1244;2.8113;-0.9984;
973670012825958;-8.8466;2.7156;-1.5326;
973670022925958;-8.6740;2.4999;-1.7647;
973670033025958;-8.7580;2.2699;-1.6546;
973670043132833;-9.1412;2.5765;-1.5251;
973670053232833;-9.5629;2.9336;-1.4557;
973670063332833;-9.8504;2.8591;-1.0989;
973670073454864;-9.7591;2.6127;-0.6006;
973670083554864;-9.5052;2.7371;-0.5719;
973670093654864;-9.2489;2.9169;-0.8091;
973670103755437;-9.0048;3.1274;-0.9502;
973670113855437;-9.4071;3.1708;-1.2401;
973670123955437;-9.5868;3.2474;-1.2042;
973670134087104;-9.2779;3.1394;-0.7253;
973670144187104;-9.0431;3.2210;-0.5121;
973670154287104;-9.3855;3.1346;-0.4472;
973670164392833;-9.8504;2.9958;-0.3395;
973670174492885;-9.5148;3.2521;-0.4762;
973670184592833;-9.0885;3.7193;-1.2978;
973670194703354;-9.1771;4.2488;-2.3351;
973670204803354;-9.4310;4.1097;-2.3901;
973670214903354;-9.5390;3.2809;-1.4988;
973670225031583;-9.4262;2.4616;-0.6652;
973670235135281;-9.3377;2.2196;-0.8737;
973670245238927;-9.2034;2.0928;-1.3481;
973670255314760;-9.1125;1.8987;-1.3768;
973670265418354;-9.3544;2.1024;-1.5156;
973670275522000;-9.5940;2.6318;-1.5374;
973670285635229;-9.6419;3.1322;-0.9120;
973670295738875;-9.3712;4.0475;-0.2868;
973670305842572;-9.0024;4.6271;-0.1286;
973670315952208;-8.8705;5.1757;-0.2414;
973670326055854;-8.6836;5.5687;0.0556;
973670336159552;-8.6596;5.8080;0.5587;
973670346275489;-9.1053;5.7338;0.9422;
973670356379135;-9.0574;6.3111;0.6882;
973670366482833;-8.4583;6.3063;0.8653;
973670376577625;-8.5639;5.4392;1.2224;
973670386681270;-9.1843;4.8476;0.3769;
973670396784916;-9.2417;5.3028;-1.2763;
973670406920229;-9.4502;3.7217;-0.1645;
973670417023875;-10.0322;3.4822;0.8103;
973670427127520;-9.8145;3.7409;1.6319;
973670437201427;-9.1196;4.5434;2.0919;
973670447305020;-8.7290;5.6668;1.9771;
973670457408718;-8.8513;6.0763;2.1039;
973670467544604;-9.2584;6.3616;1.7423;
973670477648302;-9.6754;6.6754;0.9637;
973670487751947;-9.4621;6.5889;0.3553;
973670497841062;-9.2874;4.7853;0.2426;
973670507944760;-9.0263;3.6353;-0.7253;
973670518048406;-8.7867;2.0904;-0.8856;
973670528147000;-9.2058;1.0101;-1.3074;
973670538250645;-9.0622;-0.0464;-3.2620;
973670548354291;-10.0131;-0.0272;-4.4572;
973670558458614;-10.1521;-0.0921;-3.5088;
973670568562208;-9.0670;-0.1089;-2.9435;
973670578665854;-10.0155;1.2975;-2.5385;
973670588771114;-9.9820;1.5658;-2.3614;
973670598874708;-9.5366;1.3789;-1.5972;
973670608978354;-9.8384;1.5033;-1.7719;
973670619092000;-9.6969;1.9585;-2.4476;
973670629195645;-8.9566;2.2914;-2.4571;
973670639299291;-8.4897;2.3034;-2.0234;
973670649399187;-8.6931;2.7921;-2.4356;
973670659502833;-9.2898;3.1660;-2.5816;
973670669606479;-9.5510;2.9934;-1.3863;
973670679745541;-9.0503;3.7816;-0.9960;
973670689849187;-9.4358;4.2727;-0.9215;
973670699952833;-8.7147;2.9623;-0.7851;
973670710043458;-9.4334;2.8953;-0.9000;
973670720147104;-10.2526;3.4415;-0.5719;
