Sensor: bmi160 Accelerometer Non-wakeup
Vendor: BOSCH
TimestampAcc [ns]; AccX [m/s^2]; AccY [m/s^2]; AccZ [m/s^2]
78212872967022;-9.4119;1.0002;-2.6273;
78212883072230;-9.3951;1.0268;-2.6249;
78212893181032;-9.3664;1.0316;-2.6010;
78212903286240;-9.3664;1.0268;-2.5744;
78212913397647;-9.3975;1.0026;-2.5986;
78212923502803;-9.3832;1.0149;-2.5986;
78212933608011;-9.3975;1.0002;-2.6058;
78212943714886;-9.4095;1.0101;-2.5839;
78212953820043;-9.3951;0.9930;-2.6034;
78212963925251;-9.3640;1.0053;-2.6034;
78212973998949;-9.3879;1.0125;-2.5863;
78212984104105;-9.3760;1.0125;-2.5887;
78212994209313;-9.3712;1.0101;-2.5959;
78213004344365;-9.3832;1.0292;-2.5887;
78213014454418;-9.3975;1.0316;-2.5672;
78213024622282;-9.4143;1.0244;-2.5816;
78213034727438;-9.3927;1.0196;-2.6034;
78213044832595;-9.3688;1.0196;-2.6130;
78213054851605;-9.3903;1.0340;-2.6010;
78213064956761;-9.3999;1.0053;-2.6417;
78213075061970;-9.4047;0.9739;-2.6106;
78213085175511;-9.3855;0.9739;-2.5911;
78213095280668;-9.3879;0.9835;-2.5863;
78213105385876;-9.4119;0.9691;-2.5911;
78213115485615;-9.3855;0.9523;-2.5839;
78213125590772;-9.3808;0.9452;-2.5863;
78213135695980;-9.4023;0.9188;-2.6369;
78213145803688;-9.3927;0.9021;-2.6273;
78213155908845;-9.3784;0.8518;-2.6249;
78213166014053;-9.3855;0.8183;-2.6704;
78213176113845;-9.3927;0.7825;-2.6632;
78213186219001;-9.3927;0.7513;-2.6512;
78213196324209;-9.3879;0.7319;-2.6824;
78213206432595;-9.3951;0.7104;-2.6752;
78213216537751;-9.3999;0.7104;-2.6345;
78213226642959;-9.3879;0.6936;-2.6704;
78213236748845;-9.3664;0.6123;-2.6345;
78213246854001;-9.3784;0.5764;-2.8355;
78213256959209;-9.3568;0.5524;-2.7757;
78213267098220;-9.3712;0.5477;-2.7733;
78213277203376;-9.3999;0.5166;-2.8379;
78213287308584;-9.3855;0.5022;-2.7494;
78213297402386;-9.3640;0.5189;-2.6704;
78213307507490;-9.4238;0.6003;-2.6871;
78213317612699;-9.4262;0.5572;-2.5839;
78213327717907;-9.4119;0.5644;-2.6632;
78213337807282;-9.4167;0.5788;-2.7781;
78213347912438;-9.4095;0.5644;-2.8283;
78213358017647;-9.3592;0.5644;-2.8116;
78213368118740;-9.3233;0.5955;-2.8116;
78213378223897;-9.3520;0.6673;-2.7661;
78213388329105;-9.3712;0.7152;-2.7159;
78213398432543;-9.3449;0.7537;-2.7111;
78213408537751;-9.3568;0.7561;-2.7135;
78213418642959;-9.4095;0.7175;-2.7254;
78213428750095;-9.3927;0.6553;-2.6871;
78213438855251;-9.3760;0.5955;-2.6273;
78213448960459;-9.3951;0.6003;-2.6824;
78213459064470;-9.3640;0.6147;-2.7470;
78213469169626;-9.3257;0.6123;-2.7948;
78213479274834;-9.3185;0.6840;-2.8789;
78213489399574;-9.3640;0.7370;-2.8546;
78213499504730;-9.3975;0.8471;-2.8211;
78213509609938;-9.3951;0.9356;-2.7589;
78213519733740;-9.4143;0.9835;-2.7063;
78213529838897;-9.4095;0.9045;-2.6130;
78213539944105;-9.4167;0.8040;-2.5648;
78213550022282;-9.3688;0.7992;-2.7015;
78213560127438;-9.3353;0.7992;-2.8140;
78213570232647;-9.3138;0.7633;-2.8546;
78213580344105;-9.3185;0.7872;-2.8956;
78213590449261;-9.3401;0.8112;-2.8451;
78213600554470;-9.3353;0.8806;-2.7709;
78213610653220;-9.3377;0.9141;-2.7494;
78213620758376;-9.3305;0.9930;-2.7781;
78213630863584;-9.3281;1.0220;-2.8211;
78213640965928;-9.2803;1.0436;-2.8522;
78213651071084;-9.2874;1.0531;-2.8860;
78213661176293;-9.2994;1.0196;-2.9291;
78213671281657;-9.2779;0.9523;-2.9961;
78213681386813;-9.2656;0.8207;-3.0679;
78213691492022;-9.2922;0.6003;-3.1181;
78213701587074;-9.2513;0.1427;-2.9674;
78213711692230;-9.2898;-0.1328;-2.8451;
78213721797438;-9.3592;-0.0897;-2.9219;
78213731930668;-9.3353;0.0254;-3.0942;
78213742035876;-9.2946;0.0757;-3.2453;
78213752141084;-9.3138;0.0852;-3.3673;
78213762240095;-9.0359;0.5405;-4.3663;
78213772345251;-9.0646;-0.0706;-3.6790;
78213782450459;-9.3640;-0.4298;-2.8570;
78213792548272;-9.5533;0.0900;-3.8201;
78213802653480;-9.1771;-0.0081;-3.6284;
78213812758688;-8.7820;0.1427;-3.2118;
78213822850251;-8.9662;0.4373;-3.7484;
78213832955407;-9.2082;0.2937;-3.7699;
78213843060615;-9.2369;0.5333;-3.9497;
78213853205459;-9.1460;0.5237;-3.8704;
78213863310615;-9.1986;0.7418;-4.5867;
78213873415824;-9.0646;0.2961;-4.2514;
78213883502855;-8.8322;0.1499;-3.3242;
78213893608011;-9.1962;0.8160;-3.8321;
78213903713220;-9.5219;0.7992;-3.0679;
78213913832751;-9.4382;1.0196;-2.6608;
78213923937907;-9.1795;1.5562;-3.1759;
78213934043115;-8.8633;1.6400;-3.8919;
78213944127386;-8.4488;2.3515;-5.2525;
78213954232543;-7.8930;3.3048;-6.5701;
78213964337751;-7.7183;2.8711;-5.6097;
78213974440511;-8.3865;1.9059;-4.2084;
78213984545668;-9.4071;1.9513;-4.0908;
78213994650876;-10.1186;2.0809;-4.2132;
78214004765511;-9.9030;2.1574;-3.7938;
78214014870668;-9.2201;2.0928;-3.5207;
78214024975876;-9.2584;2.3273;-3.9688;
78214035081136;-8.6907;2.4736;-4.3376;
78214045186293;-8.3339;2.1885;-4.4261;
78214055291501;-8.5017;1.7333;-3.9879;
78214065398636;-8.6764;1.5658;-3.3817;
78214075503793;-7.9603;1.7189;-3.3936;
78214085609001;-9.4286;1.9801;-4.2730;
78214095710615;-10.7892;2.0638;-4.5676;
78214105815772;-9.7783;1.8027;-3.8249;
78214115920980;-9.2345;1.8963;-4.2419;
78214126019053;-8.7987;1.6950;-3.3625;
78214136124209;-7.8308;1.3143;-1.8009;
78214146229418;-8.3148;1.9274;-2.4595;
78214156349678;-8.7844;2.7443;-3.6117;
78214166454834;-8.9973;2.4999;-3.7316;
78214176560043;-9.9126;2.1957;-3.8560;
78214186658949;-9.9269;2.1766;-3.4537;
78214196764105;-9.2154;2.1837;-3.4920;
78214206869313;-9.5821;2.2555;-3.8991;
78214216974365;-9.0838;2.0207;-3.4944;
78214227079522;-7.7830;1.7429;-3.0320;
78214237184730;-8.3698;1.4698;-3.0511;
78214247286970;-10.1091;1.0555;-2.5528;
78214257392126;-9.5701;0.8303;-1.5060;
78214267497334;-8.6501;1.3119;-1.5108;
78214277635355;-8.3818;2.4520;-3.4920;
78214287740563;-8.7099;2.4162;-4.8766;
78214297845772;-10.4707;2.5119;-6.0287;
78214307961605;-10.5377;1.9442;-3.6212;
78214318066918;-9.2779;1.5248;-1.4629;
78214328172178;-8.8513;2.9073;-2.3853;
78214338242803;-8.6429;2.5860;-1.5876;
78214348348063;-7.4620;2.5430;-1.2858;
78214358453324;-6.8895;3.1780;-2.6106;
78214368563688;-8.2334;3.5850;-4.3854;
78214378668949;-10.8275;3.1732;-4.9651;
78214388774209;-12.3631;2.3034;-3.3242;
78214398855668;-9.5916;2.8567;-2.9698;
78214408960928;-8.2262;3.4175;-3.9425;
78214419066188;-9.0718;2.5956;-2.4763;
78214429192386;-7.8930;1.5849;0.3383;
78214439297647;-6.5109;2.5334;-0.9526;
78214449402907;-9.2465;2.8400;-4.3926;
78214459506449;-12.2195;2.3659;-5.3198;
78214469611709;-10.3558;1.8126;-2.9483;
78214479716970;-8.7003;2.1048;-1.8535;
78214489831970;-8.4392;2.2388;-1.9660;
78214499937230;-8.3435;1.7261;-2.3204;
78214510042490;-10.1498;1.9155;-3.6523;
78214520146449;-9.1053;1.4770;-1.5326;
78214530251709;-8.0273;1.8269;-1.3911;
78214540356970;-9.7376;2.8711;-4.1267;
78214550462074;-12.0852;1.8150;-3.8800;
78214560567334;-9.6706;0.9595;-1.3217;
78214570672595;-6.2689;1.7859;-1.0152;
78214580773740;-7.6729;2.4951;-3.8608;
78214590879001;-11.2828;2.0904;-5.3007;
78214600984261;-11.3689;1.2709;-2.4906;
78214611090511;-7.3756;1.9681;-1.4127;
78214621195772;-8.5902;2.7969;-4.2826;
78214631301032;-11.0791;1.8150;-4.2538;
78214641408272;-9.9269;1.4219;-1.0822;
78214651513532;-8.0393;1.9848;0.0461;
78214661618793;-6.8752;2.4329;-1.6499;
78214671718063;-9.2994;2.8496;-4.7761;
78214681823376;-11.8744;2.2938;-4.8838;
78214691928636;-10.0828;1.7453;-2.4691;
78214702046032;-7.3421;2.9599;-1.7985;
78214712151293;-7.5769;3.8797;-3.3266;
78214722256553;-8.6716;3.1107;-3.6694;
78214732355407;-7.9962;3.3861;-4.3519;
78214742460668;-10.6409;3.4774;-4.3184;
78214752565928;-10.2431;3.6114;-1.8057;
78214762673376;-7.7207;3.9996;-1.5179;
78214772778636;-10.8012;3.8174;-5.7772;
78214782883949;-13.9011;2.3683;-7.0038;
78214792983740;-9.8360;1.6424;-4.5150;
78214803089001;-5.8068;2.2555;-1.7049;
78214813194261;-6.1732;2.0279;-0.2964;
78214823315668;-6.7193;1.5802;0.7576;
78214833420928;-7.8619;2.3707;-1.2233;
78214843526188;-10.3340;3.4893;-4.9244;
78214853612490;-13.8987;4.8093;-6.7259;
78214863720147;-12.4878;6.0523;-5.0850;
78214873861970;-7.6176;5.8944;-2.8669;
78214883967230;-6.6021;5.5950;-2.8813;
78214894072490;-6.5109;4.8452;-2.5002;
78214904144990;-5.8499;4.7372;-2.2845;
78214914250251;-7.7614;5.1278;-4.6011;
78214924355511;-11.0001;5.1757;-5.9569;
78214934463740;-9.7376;4.3804;-3.1181;
78214944569001;-8.9566;3.6930;-1.8009;
78214954674261;-9.0287;2.0351;-1.9325;
78214964767595;-7.4381;0.2770;-0.9694;
78214974872855;-6.1851;-0.5399;-1.3648;
78214984978115;-8.6357;-0.7842;-2.5122;
78214995092282;-10.7605;0.1164;-3.1807;
78215005197543;-11.5176;0.7753;-2.6034;
78215015302803;-9.7161;0.5955;-2.3638;
78215025422490;-8.5472;1.6424;-5.0444;
78215035527751;-9.8360;1.3023;-3.3099;
78215045633011;-5.9982;0.5405;-0.6389;
78215055744782;-7.1770;1.3286;-5.3366;
78215065850043;-9.0072;-0.4178;-3.6284;
78215075955303;-10.6337;-1.9244;-2.0521;
78215086061240;-11.5869;-1.6490;-3.8273;
78215096166501;-11.6252;-2.1736;-4.0645;
78215106271761;-11.5558;-2.4132;-2.4595;
78215116371761;-9.9772;-2.8349;-2.2989;
78215126477022;-7.6944;-2.9593;-3.0129;
78215136582282;-10.2120;-2.7440;-2.6345;
78215146673428;-10.2479;-2.3677;-1.5203;
78215156778688;-8.9423;-1.9702;-2.4236;
78215166883949;-10.0828;-1.8526;-3.5016;
78215176992595;-11.5822;-2.0683;-1.9325;
78215187097855;-7.9723;-1.3424;-2.9411;
78215197203115;-8.9375;-0.4131;-4.4142;
78215207306970;-9.8192;-0.1304;-1.7961;
78215217412230;-7.7590;0.1953;-1.3050;
78215227517490;-7.3636;0.3320;-2.7996;
78215237692126;-10.8251;0.4277;-2.5696;
78215247797438;-11.2086;0.6769;-1.8105;
78215257902699;-8.6859;0.3870;-2.5839;
78215267942699;-8.8753;0.0924;-2.5050;
78215278047959;-10.8419;-0.0993;-0.3778;
78215288153220;-9.9628;0.6123;-0.0018;
78215298254470;-7.5817;1.2087;-1.8511;
78215308359730;-9.5052;0.4926;-3.4513;
78215318464990;-12.1666;0.7968;-3.4346;
78215328575303;-9.3568;1.5200;-2.2798;
78215338680563;-7.3828;0.7825;-2.7924;
78215348785824;-10.6265;1.3478;-3.5423;
78215358893532;-9.4813;2.2436;-2.8211;
78215368998793;-8.3124;2.2771;-2.4380;
78215379104053;-9.1053;1.4052;-2.1529;
78215389206345;-7.5362;2.1503;-3.1181;
78215399311605;-9.6180;2.1790;-4.0286;
78215409416865;-11.1703;1.9848;-3.0631;
78215419526345;-9.4334;2.7251;-3.4561;
78215429631605;-7.8380;1.8963;-3.1301;
78215439736865;-8.7413;1.3238;-3.0823;
78215449835407;-9.9174;2.0761;-3.6861;
78215459940668;-8.5807;1.9346;-2.5337;
78215470045928;-7.7949;1.3789;-3.2907;
78215480152282;-10.1019;1.3932;-5.1927;
78215490257543;-10.1904;1.2446;-4.9316;
78215500362803;-8.9375;1.2422;-4.1507;
78215510461032;-8.3530;0.5740;-4.2754;
78215520566293;-9.5315;1.1441;-4.4910;
78215530671553;-9.6706;0.5405;-4.6968;
78215540789678;-9.1484;0.7370;-4.6466;
78215550894938;-8.0225;0.8327;-3.6332;
78215561000199;-7.8930;1.4961;-4.1339;
78215571111449;-9.2130;2.0952;-4.9914;
78215581216709;-10.4109;1.6974;-4.3041;
78215591321970;-8.3746;1.4650;-4.9388;
78215601429365;-9.7950;0.7466;-5.0061;
78215611534626;-9.9509;1.0388;-5.1497;
78215621639886;-8.0058;1.0268;-3.3266;
78215631729834;-7.4189;1.1800;-4.9077;
78215641835147;-9.7543;1.0196;-6.5868;
78215651940407;-8.8370;1.1680;-4.4791;
78215662049782;-8.6668;1.6065;-4.3543;
78215672155043;-8.5854;1.2494;-6.4193;
78215682260303;-9.8456;0.2818;-4.2491;
78215692366449;-7.9555;0.9404;-3.8608;
78215702471709;-8.6620;0.1092;-5.6169;
78215712576970;-10.0732;0.3129;-3.4848;
78215722680824;-8.6094;-0.0583;-3.0440;
78215732786084;-8.5184;0.0852;-4.9603;
78215742891345;-7.7303;-0.1878;-3.4035;
78215753058584;-10.3415;-0.1854;-4.6131;
78215763084261;-9.2683;-0.6335;-4.8598;
78215773189522;-8.6764;-1.0836;-4.4572;
78215783294782;-7.5147;-0.5399;-2.9459;
78215793436761;-7.5936;-1.0669;-3.4657;
78215803542022;-9.5219;-0.2764;-5.7556;
78215813647282;-11.2229;-0.9114;-3.5088;
78215823755824;-8.5304;0.0924;-1.9923;
78215833861084;-7.7064;-0.1041;-2.7254;
78215843966345;-10.1593;0.4540;-3.2764;
78215854055720;-12.0135;0.8710;-2.9698;
78215864160980;-12.1570;-0.5303;-2.0067;
78215874266240;-9.7615;0.0589;-0.6102;
78215884373324;-10.0899;-0.1543;-1.1180;
78215894478584;-10.1904;0.0613;-1.6427;
78215904583845;-8.6046;0.1140;-2.7302;
78215914684834;-10.1521;0.4349;-4.2036;
78215924790095;-9.6299;0.0302;-2.8427;
78215934895355;-7.7375;-0.0200;-5.0803;
78215944995720;-8.7509;0.0087;-4.9220;
78215955100980;-7.5242;-0.0631;-4.9651;
78215965206240;-7.6295;0.0565;-5.9617;
78215975312803;-8.3267;0.2937;-5.9785;
78215985418063;-7.2918;0.7753;-5.2549;
78215995523324;-8.4033;-0.0655;-5.6671;
78216005637386;-10.4204;0.3464;-4.8215;
78216015742647;-8.9303;0.1187;-4.5748;
78216025847907;-11.0839;0.9212;-4.4405;
78216035964574;-9.8599;0.6338;0.0197;
78216046069834;-6.8967;0.6864;-1.5900;
78216056175095;-12.2243;0.7247;-5.1162;
78216066273845;-11.9031;1.0986;-2.9124;
78216076379105;-8.4177;-0.1974;-1.8488;
78216086484365;-8.3913;-0.1232;-4.0980;
78216096594053;-9.6084;-0.2213;-4.1459;
78216106699313;-8.9566;-0.0730;-3.9640;
78216116804574;-8.9853;-0.2118;-4.2706;
78216126912178;-7.5482;-0.0945;-4.5413;
78216137017438;-8.5687;-0.0248;-4.9244;
78216147122699;-7.4548;-0.0706;-4.5748;
78216157234886;-8.3195;-0.3700;-6.3329;
78216167340147;-9.3975;0.5094;-6.6230;
