Sensor: bosch_bmp380 Pressure Sensor Non-wakeup
Vendor: Bosch
TimestampPres [ns]; Pres [mBar]
7710613747566;862.4572;
7710653768400;862.4586;
7710693764962;862.4605;
7710733750900;862.4590;
7710773750379;862.4533;
7710813789754;862.4424;
7710853767045;862.4327;
7710893769389;862.4285;
7710933769962;862.4199;
7710973767306;862.4105;
7711013771472;862.3964;
7711053769389;862.3933;
7711093769129;862.3903;
7711133776212;862.3844;
7711173764962;862.3885;
7711213757462;862.3975;
7711253749962;862.3950;
7711293770170;862.3932;
7711333768608;862.3947;
7711373768087;862.3937;
7711413773087;862.3918;
7711453775639;862.3885;
7711493772045;862.3855;
7711533794129;862.3905;
7711573774389;862.3976;
7711613760691;862.3940;
7711653757462;862.4009;
7711693757254;862.4011;
7711733782462;862.3979;
7711773783504;862.4019;
7711813784754;862.4059;
7711853780847;862.4050;
7711893783191;862.4006;
7711933785066;862.3974;
7711973786056;862.3981;
7712013780900;862.3981;
7712053757254;862.4047;
7712093757722;862.4036;
7712133757150;862.4062;
7712173758400;862.4051;
7712213780900;862.4042;
7712253810795;862.3941;
7712293782983;862.3920;
7712333787358;862.3922;
7712373782150;862.3875;
7712413783504;862.3911;
7712453810795;862.3906;
7712493756420;862.3885;
7712533757254;862.3934;
7712573755795;862.3912;
7712613772983;862.3937;
7712653781889;862.3925;
7712693782150;862.3931;
7712733781629;862.3897;
7712773783504;862.3938;
7712813777983;862.3902;
7712853779337;862.3956;
7712893780587;862.3948;
7712933756733;862.4014;
7712973766316;862.3911;
7713013757306;862.3906;
7713053756212;862.3925;
7713093793920;862.3903;
7713133781889;862.3932;
7713173782462;862.3979;
7713213786056;862.4025;
7713253782150;862.4050;
7713293782462;862.4044;
7713333781420;862.3949;
7713373779025;862.3936;
7713413776004;862.3926;
7713453757150;862.3934;
7713493757722;862.4000;
7713533756316;862.3973;
7713573778295;862.3950;
7713613796004;862.3869;
7713653781629;862.3842;
7713693782983;862.3884;
7713733783191;862.3868;
7713773783191;862.3872;
7713813755587;862.3873;
7713853766837;862.3802;
7713893759545;862.3870;
7713933757670;862.3871;
7713973754858;862.3901;
7714013779545;862.3954;
7714053781108;862.3998;
7714093777254;862.3978;
7714133779337;862.3960;
7714173788712;862.3954;
7714213774337;862.4036;
7714253780066;862.4014;
7714293774650;862.3986;
7714333775795;862.3942;
7714373755587;862.3903;
7714413758087;862.3898;
7714453756316;862.3945;
7714493778504;862.3983;
7714533779337;862.3983;
7714573779025;862.3997;
7714613788139;862.4034;
7714653780066;862.4027;
7714693780900;862.4081;
7714733780587;862.4133;
7714773755587;862.4160;
7714813757983;862.4195;
7714853756316;862.4127;
7714893755795;862.4069;
7714933781108;862.4089;
7714973781108;862.4122;
7715013780900;862.4067;
7715053779806;862.4022;
7715093779545;862.4040;
7715133780379;862.4077;
7715173783972;862.4058;
7715213778504;862.4112;
7715253757254;862.4099;
7715293756941;862.4025;
7715333757670;862.4015;
7715373763920;862.4022;
7715413782983;862.4030;
7715453785275;862.4034;
7715493777983;862.4053;
7715533784754;862.4078;
7715573782983;862.4146;
7715613792306;862.4218;
7715653780066;862.4162;
7715693776733;862.4166;
7715733757566;862.4158;
7715773765795;862.4167;
7715813756212;862.4195;
7715853776941;862.4119;
7715893781108;862.4100;
7715933785795;862.4050;
7715973788920;862.4116;
7716013784025;862.4108;
7716053789233;862.4146;
7716093790483;862.4122;
7716133785066;862.4167;
7716173763920;862.4189;
7716213757045;862.4189;
7716253756837;862.4189;
7716293794962;862.4196;
7716333781108;862.4157;
7716373803504;862.4132;
7716413780900;862.4108;
7716453781629;862.4092;
7716493784754;862.4025;
7716533787879;862.4064;
7716573784754;862.4084;
7716613761525;862.4178;
7716653762775;862.4194;
7716693756004;862.4184;
7716733755691;862.4178;
7716773782670;862.4215;
7716813782462;862.4222;
7716853782150;862.4205;
7716893784754;862.4176;
7716933787150;862.4147;
7716973783504;862.4168;
7717013782983;862.4196;
7717053785587;862.4194;
7717093756837;862.4182;
7717133757045;862.4186;
7717173756733;862.4211;
7717213784233;862.4236;
7717253781629;862.4251;
7717293780587;862.4274;
7717333785275;862.4307;
7717373787358;862.4362;
7717413787566;862.4346;
7717453785275;862.4302;
7717493782462;862.4321;
7717533757462;862.4381;
7717573756733;862.4373;
7717613765691;862.4360;
7717653757670;862.4393;
7717693787358;862.4424;
7717733782462;862.4440;
7717773781629;862.4451;
7717813783504;862.4536;
7717853785795;862.4529;
7717893788191;862.4497;
7717933782670;862.4561;
7717973761212;862.4611;
7718013759233;862.4630;
7718053758608;862.4633;
7718093768816;862.4622;
7718133782983;862.4636;
7718173787358;862.4658;
7718213785795;862.4700;
7718253784233;862.4705;
7718293788191;862.4675;
7718333756525;862.4685;
7718373817358;862.4700;
7718413756629;862.4675;
7718453758712;862.4618;
7718493756733;862.4659;
7718533755275;862.4675;
7718573798816;862.4691;
7718613782670;862.4719;
7718653780066;862.4750;
7718693781941;862.4700;
7718733780900;862.4644;
7718773780379;862.4620;
7718813785795;862.4568;
7718853784025;862.4579;
7718893755795;862.4542;
7718933760691;862.4512;
7718973755691;862.4482;
7719013757358;862.4426;
7719053755170;862.4378;
7719093781108;862.4371;
7719133788712;862.4347;
7719173784545;862.4344;
7719213782150;862.4318;
7719253781420;862.4287;
7719293783504;862.4277;
7719333788920;862.4261;
7719373757254;862.4253;
7719413755587;862.4228;
7719453755900;862.4186;
7719493786108;862.4166;
7719533771837;862.4188;
7719573790275;862.4192;
7719613786629;862.4227;
7719653786108;862.4130;
7719693784545;862.4163;
7719733787670;862.4144;
7719773780900;862.4146;
7719813756212;862.4068;
7719853759754;862.4089;
7719893757358;862.4003;
7719933755795;862.4025;
7719973782462;862.4079;
7720013783712;862.4084;
7720053788191;862.4013;
7720093787150;862.4041;
7720133786108;862.4075;
7720173784545;862.4058;
7720213780379;862.4045;
7720253776108;862.4050;
7720293763608;862.4015;
7720333756941;862.4011;
7720373760587;862.4050;
7720413790795;862.4092;
7720453781420;862.4125;
7720493784233;862.4120;
7720533781941;862.4287;
7720573785066;862.4244;
7720613788191;862.4177;
7720653783712;862.4180;
7720693776733;862.4218;
7720733763400;862.4189;
7720773758816;862.4148;
7720813755066;862.4106;
7720853806108;862.4030;
7720893781420;862.4019;
7720933784545;862.4047;
7720973781420;862.4011;
7721013786837;862.4050;
7721053784233;862.4017;
7721093781420;862.4048;
7721133756212;862.4059;
7721173756004;862.4025;
7721213759858;862.4027;
7721253765170;862.4044;
7721293756004;862.4064;
7721333788712;862.4132;
7721373781629;862.4159;
7721413781108;862.4194;
7721453780587;862.4161;
7721493783191;862.4128;
7721533787358;862.4111;
7721573782150;862.4148;
7721613778295;862.4120;
7721653755900;862.4149;
7721693756525;862.4171;
7721733755483;862.4385;
7721773777983;862.4415;
7721813777254;862.4271;
7721853782670;862.4274;
7721893783712;862.4256;
7721933787670;862.4205;
7721973785066;862.4254;
7722013777462;862.4169;
7722053778920;862.4123;
7722093754441;862.4106;
7722133755795;862.4092;
7722173760691;862.4123;
7722213754962;862.4161;
7722253784025;862.4155;
7722293778295;862.4182;
7722333778504;862.4219;
7722373786316;862.4315;
7722413783504;862.4224;
7722453781108;862.4291;
7722493778087;862.4266;
7722533780066;862.4222;
7722573767566;862.4196;
7722613764337;862.4146;
7722653757358;862.4083;
7722693780900;862.4048;
7722733781420;862.4089;
7722773784754;862.4090;
7722813780379;862.4014;
7722853788191;862.3942;
7722893785587;862.3920;
7722933778295;862.3873;
7722973780900;862.3839;
7723013758504;862.3834;
7723053756629;862.3828;
7723093757983;862.3804;
7723133754962;862.3826;
7723173779858;862.3878;
7723213784754;862.3802;
7723253783504;862.3858;
7723293783712;862.3884;
7723333782983;862.3937;
7723373780379;862.3960;
7723413783712;862.4006;
7723453766212;862.4067;
7723493758400;862.4003;
7723533755639;862.4009;
7723573760275;862.4023;
7723613811056;862.4041;
7723653781889;862.4014;
7723693776941;862.4036;
7723733781629;862.4056;
7723773780066;862.4048;
7723813780379;862.4031;
7723853781629;862.4080;
7723893756108;862.4051;
7723933757045;862.4037;
7723973755587;862.4056;
7724013755379;862.4056;
7724053796212;862.4072;
7724093756837;862.4103;
7724133780900;862.4072;
7724173779806;862.4081;
7724213780900;862.4075;
7724253774129;862.4022;
7724293756056;862.4008;
7724333777722;862.3991;
7724373762150;862.3970;
7724413770639;862.4039;
7724453755170;862.4047;
7724493756420;862.4024;
7724533784754;862.4020;
7724573780900;862.4006;
7724613779545;862.3978;
7724653780379;862.3986;
7724693758400;862.3950;
7724733781420;862.3979;
7724773778295;862.3963;
7724813774129;862.3997;
7724853756056;862.3972;
7724893756004;862.3943;
7724933755587;862.4042;
7724973781108;862.4019;
7725013781108;862.4005;
7725053781629;862.4089;
7725093755379;862.4139;
7725133781108;862.4119;
7725173781108;862.4156;
7725213781420;862.4207;
7725253779025;862.4211;
7725293754962;862.4199;
7725333755587;862.4238;
7725373755483;862.4255;
7725413761733;862.4246;
7725453779806;862.4312;
7725493777462;862.4357;
7725533781108;862.4399;
7725573779806;862.4348;
7725613779545;862.4308;
7725653779545;862.4243;
7725693755483;862.4220;
7725733773608;862.4150;
7725773767150;862.4183;
7725813755795;862.4246;
7725853758087;862.4345;
7725893773608;862.4313;
7725933779806;862.4218;
7725973783191;862.4233;
7726013781629;862.4240;
7726053780900;862.4299;
7726093776941;862.4274;
7726133780587;862.4341;
7726173756941;862.4346;
7726213756733;862.4276;
7726253756212;862.4190;
7726293755379;862.4073;
7726333786629;862.4153;
7726373780847;862.4332;
7726413779129;862.3875;
7726453780066;862.4099;
7726493781629;862.3963;
7726533779806;862.4142;
7726573780379;862.4213;
7726613777722;862.4409;
7726653765795;862.4497;
7726693754806;862.4500;
7726733761681;862.4536;
7726773756212;862.4412;
7726813777983;862.4453;
7726853779806;862.4432;
7726893780379;862.4481;
7726933782670;862.4464;
7726973782150;862.4518;
7727013780847;862.4485;
7727053780066;862.4510;
7727093772566;862.4535;
7727133751733;862.4451;
7727173757983;862.4481;
7727213755847;862.4396;
7727253779337;862.4448;
7727293779025;862.4449;
7727333781629;862.4496;
7727373779545;862.4494;
7727413781629;862.4459;
7727453779337;862.4494;
7727493781420;862.4520;
7727533778764;862.4473;
7727573765587;862.4509;
7727613755379;862.4551;
7727653756316;862.4523;
7727693757150;862.4568;
7727733781108;862.4570;
7727773782462;862.4549;
7727813781420;862.4574;
7727853767827;862.4597;
7727893765483;862.4543;
7727933769650;862.4518;
7727973765483;862.4492;
7728013764181;862.4504;
7728053749962;862.4420;
7728093752514;862.4431;
7728133752983;862.4368;
7728173764702;862.4302;
7728213764702;862.4261;
7728253765483;862.4318;
7728293766785;862.4235;
7728333766525;862.4113;
7728373767045;862.4033;
7728413767566;862.4080;
7728453766785;862.4051;
7728493761212;862.4048;
7728533750222;862.4114;
7728573751837;862.4152;
7728613778660;862.4261;
7728653765222;862.4332;
7728693767827;862.4291;
7728733764962;862.4327;
7728773768868;862.4359;
7728813764962;862.4443;
7728853765483;862.4440;
7728893763920;862.4452;
7728933749493;862.4462;
7728973748452;862.4454;
7729013748712;862.4504;
7729053752514;862.4522;
7729093766004;862.4567;
7729133766004;862.4565;
7729173766525;862.4647;
7729213766785;862.4592;
7729253773556;862.4573;
7729293768087;862.4590;
