Sensor: bmi160 Accelerometer Non-wakeup
Vendor: BOSCH
TimestampAcc [ns]; AccX [m/s^2]; AccY [m/s^2]; AccZ [m/s^2]
579589106639022;-9.4262;-0.6024;-2.5839;
579589116766262;-9.4238;-0.6311;-2.6441;
579589126978762;-9.4334;-0.6718;-2.6249;
579589137092824;-9.4214;-0.6814;-2.5720;
579589147162824;-9.4190;-0.5973;-2.5409;
579589157276887;-9.4310;-0.5327;-2.5002;
579589167385481;-9.4167;-0.4490;-2.4858;
579589177471731;-9.4214;-0.3748;-2.5217;
579589187586158;-9.4214;-0.4035;-2.4906;
579589197679803;-9.4190;-0.4394;-2.5050;
579589207779074;-9.4143;-0.4896;-2.4882;
579589217878658;-9.4238;-0.5566;-2.4452;
579589227989126;-9.4310;-0.6215;-2.4452;
579589238091418;-9.4669;-0.6455;-2.4787;
579589248232460;-9.4549;-0.6790;-2.5361;
579589258316939;-9.4549;-0.6718;-2.5986;
579589268397251;-9.4238;-0.6287;-2.5887;
579589278504074;-9.4262;-0.5542;-2.4906;
579589288604074;-9.4382;-0.4848;-2.4260;
579589298716106;-9.4406;-0.3724;-2.4069;
579589308808918;-9.4286;-0.2668;-2.4165;
579589318908710;-9.4286;-0.1926;-2.4356;
579589329014387;-9.4143;-0.1543;-2.4547;
579589339117720;-9.4143;-0.1065;-2.4380;
579589349222720;-9.4238;-0.0535;-2.4380;
579589359331678;-9.4190;-0.0392;-2.4404;
579589369421053;-9.4286;-0.0200;-2.3901;
579589379527668;-9.4358;0.0422;-2.4117;
579589389629283;-9.4071;0.0781;-2.4165;
579589399731678;-9.4167;0.0852;-2.3997;
579589409853397;-9.4334;0.1068;-2.3853;
579589419935793;-9.4214;0.1307;-2.3518;
579589430038501;-9.4047;0.1068;-2.3013;
579589440148449;-9.4430;0.0446;-2.3013;
579589450247251;-9.4573;-0.0057;-2.3327;
579589460350533;-9.4430;-0.0392;-2.3276;
579589470450220;-9.4621;-0.0897;-2.3351;
579589480554178;-9.4621;-0.1280;-2.3734;
579589490652460;-9.4406;-0.1639;-2.3638;
579589500734543;-9.4693;-0.1759;-2.3734;
579589510865949;-9.4645;-0.2213;-2.3375;
579589520959439;-9.4741;-0.2309;-2.2989;
579589531064960;-9.4693;-0.2189;-2.2965;
579589541165168;-9.4621;-0.2477;-2.3276;
579589551274803;-9.4621;-0.2788;-2.3447;
579589561370064;-9.4765;-0.3099;-2.3590;
579589571471418;-9.5052;-0.3532;-2.3423;
579589581580793;-9.4932;-0.4346;-2.3133;
579589591680272;-9.4860;-0.4681;-2.3276;
579589601779595;-9.4884;-0.5064;-2.3877;
579589611889491;-9.4741;-0.6072;-2.4141;
579589621986262;-9.4669;-0.6814;-2.4452;
579589632091783;-9.4884;-0.7029;-2.4954;
579589642196887;-9.4597;-0.7005;-2.5146;
579589652298866;-9.4430;-0.7125;-2.5170;
579589662403710;-9.4621;-0.7460;-2.5074;
579589672504178;-9.4717;-0.8034;-2.5624;
579589682606991;-9.4478;-0.8321;-2.6369;
579589692706522;-9.4430;-0.8874;-2.6536;
579589702811262;-9.4669;-0.9616;-2.6321;
579589712914491;-9.4765;-1.0334;-2.6106;
579589723015949;-9.4884;-1.1438;-2.6656;
579589733116626;-9.4789;-1.3567;-2.8259;
579589743227720;-9.4167;-1.4958;-3.0248;
579589753339960;-9.4190;-1.6418;-3.0248;
579589763442199;-9.5028;-1.8287;-2.8594;
579589773531053;-9.5462;-2.2313;-2.3686;
579589783640533;-9.5916;-2.4634;-2.1649;
579589793730793;-9.5725;-2.3749;-2.5098;
579589803832512;-9.4837;-2.2071;-3.0105;
579589813947199;-9.4238;-2.0228;-3.2333;
579589824038918;-9.4645;-1.8670;-3.1038;
579589834137043;-9.4765;-1.8311;-2.7709;
579589844240585;-9.4621;-1.7928;-2.4978;
579589854366210;-9.4525;-1.6107;-2.5098;
579589864513710;-9.4286;-1.3232;-2.6800;
579589874591314;-9.4023;-1.0573;-2.8546;
579589884657668;-9.3855;-0.8994;-2.8499;
579589894745741;-9.3999;-0.8082;-2.6704;
579589904865064;-9.3712;-0.6311;-2.4476;
579589914950793;-9.3281;-0.3194;-2.3109;
579589925129387;-9.3736;-0.0296;-2.3109;
579589935158814;-9.3999;0.3344;-2.3710;
579589945289908;-9.3114;0.5596;-2.3997;
579589955383189;-9.3114;0.8016;-2.3806;
579589965472043;-9.3114;0.9835;-2.1649;
579589975585481;-9.3544;1.0842;-1.9181;
579589985724126;-9.3640;1.1345;-2.1242;
579589995808970;-9.2755;1.1847;-2.5122;
579590005886887;-9.2273;1.2206;-2.6082;
579590016007720;-9.3209;1.3167;-2.4643;
579590026096366;-9.3903;1.3190;-1.9014;
579590036171991;-9.3951;1.4841;-1.5012;
579590046307876;-9.3497;1.8245;-1.7671;
579590056403710;-9.3281;1.8891;-2.2582;
579590066509126;-9.3664;0.9906;-2.3758;
579590076600116;-9.4597;0.8518;-2.6800;
579590086699960;-9.4119;0.7609;-2.6058;
579590096811210;-9.2946;0.7295;-2.4835;
579590106918553;-9.2874;0.7968;-2.3710;
579590117017512;-9.3305;0.8183;-2.2678;
579590127124960;-9.4167;0.5955;-2.0521;
579590137220689;-9.5124;0.2985;-1.8105;
579590147328970;-9.5243;0.1235;-1.8966;
579590157428137;-9.4023;-0.0392;-2.1505;
579590167530168;-9.3114;-0.1448;-2.3109;
579590177631731;-9.4095;-0.1878;-2.3973;
579590187740741;-9.4549;-0.5327;-2.4571;
579590197838397;-9.3568;-1.0669;-2.2678;
579590207960272;-9.3209;-1.5245;-2.1601;
579590218044126;-9.4310;-1.6274;-2.2295;
579590228151366;-9.3592;-0.8058;-2.3252;
579590238252616;-8.8107;3.3431;-7.8470;
579590248351626;-8.4105;0.4807;-1.9445;
579590258473085;-9.7878;0.0996;-1.5852;
579590268578137;-9.8336;-0.0631;-1.2329;
579590278683189;-9.0646;-0.4681;-0.4642;
579590288763710;-9.3616;-0.3556;-1.6499;
579590298868710;-9.5916;-0.2907;-2.5552;
579590308973762;-9.1292;-0.2572;-2.8451;
579590319080168;-8.7724;0.2052;-3.3290;
579590329185220;-8.8729;0.4735;-3.3697;
579590339290272;-9.1627;0.7992;-3.0320;
579590349384335;-8.9495;0.9882;-2.8789;
579590359489387;-8.6261;6.5411;-11.0569;
579590369594439;-7.2918;10.1752;-12.4152;
579590379691783;-6.9541;2.1814;2.7796;
579590389796835;-11.0719;0.8758;-0.1071;
579590399901887;-11.2014;3.1875;-3.0488;
579590410020064;-7.8117;4.2030;-0.9766;
579590420125116;-7.7303;3.9637;-3.8704;
