Sensor: mmc5603x Magnetometer Non-wakeup
Vendor: memsic
TimestampMag [ns]; MagX [uT]; MagY [uT]; MagZ [uT]
1628658458475325;43.2368;-21.0206;10.0528;
1628658468475325;43.2368;-21.0206;10.0528;
1628658479840117;43.2978;-21.0450;10.2236;
1628658489840117;43.3710;-21.0938;9.9430;
1628658499840117;43.4442;-21.1182;9.8942;
1628658509840117;43.5174;-21.0572;9.8576;
1628658519840117;43.6760;-21.0450;9.7356;
1628658529840117;43.6638;-21.0084;9.8088;
1628658539840117;43.6638;-21.0450;9.8454;
1628658549840117;43.7126;-21.0816;9.7966;
1628658559840117;43.7370;-21.1060;9.7234;
1628658569840117;43.7736;-21.0938;9.8454;
1628658579840117;43.8102;-21.1060;9.8332;
1628658589840117;43.7736;-21.1548;9.8332;
1628658599840117;43.6882;-21.2036;9.9674;
1628658609840117;43.7858;-21.2524;9.8576;
1628658619840117;43.8590;-21.2158;9.6990;
1628658629840117;43.9444;-21.2158;9.6258;
1628658639840117;43.9322;-21.2402;9.5526;
1628658649840117;43.7980;-21.2768;9.5770;
1628658659840117;43.6638;-21.2646;9.6746;
1628658669840117;43.6516;-21.2158;9.7722;
1628658679840117;43.6150;-21.2158;9.6746;
1628658689840117;43.5174;-21.2402;9.7356;
1628658699840117;43.5662;-21.2158;9.7722;
1628658709840117;43.5906;-21.1914;9.7112;
1628658719840117;43.5662;-21.1548;9.7600;
1628658729840117;43.9078;-21.1426;9.5404;
1628658739840117;44.2006;-21.1182;9.2232;
1628658749840117;44.4690;-21.1670;8.8816;
1628658759840117;44.6764;-21.1182;8.7474;
1628658769840117;44.8472;-21.0816;8.6498;
1628658779840117;44.9326;-21.0938;8.5644;
1628658789840117;44.9814;-21.1060;8.6132;
1628658799840117;45.1888;-21.0816;8.4912;
1628658809840117;45.1888;-21.0938;8.4180;
1628658819840117;45.2010;-21.0938;8.4790;
1628658829840117;45.1888;-21.1304;8.5888;
1628658839840117;44.9936;-21.1792;8.8084;
1628658849840117;44.8350;-21.2036;8.9548;
1628658859840117;44.6886;-21.2890;9.1866;
1628658869840117;44.5544;-21.3744;9.3574;
1628658879840117;44.3470;-21.4110;9.5892;
1628658889840117;44.1152;-21.4354;9.9186;
1628658899840117;43.9688;-21.4720;10.1382;
1628658909840117;43.7614;-21.4476;10.3944;
1628658919840117;43.9200;-21.5086;10.3578;
1628658929840117;44.0664;-21.5818;10.2358;
1628658939840117;44.2006;-21.5818;10.0528;
1628658949840117;44.2982;-21.5330;10.0284;
1628658959840117;44.4568;-21.6062;9.9308;
1628658969840117;44.5910;-21.6672;9.8698;
1628658979840117;44.6764;-21.7282;9.8454;
1628658989840117;44.7984;-21.8502;9.7966;
1628658999840117;44.7496;-21.8990;9.8332;
1628659009840117;44.6520;-21.9478;10.0040;
1628659019840117;44.6032;-22.0454;10.2358;
1628659029840117;44.6886;-22.1918;10.1870;
1628659039840117;44.6764;-22.2772;10.3090;
1628659049840117;44.7008;-22.3626;10.3456;
1628659059840117;44.6276;-22.4602;10.5164;
1628659069840117;44.4934;-22.5456;10.7238;
1628659079840117;44.5300;-22.6310;10.8580;
1628659089840117;44.5178;-22.7164;11.0410;
1628659099840117;44.4202;-22.8384;11.1752;
1628659109840117;44.3348;-22.9482;11.3948;
1628659119840117;44.2982;-23.0580;11.5534;
1628659129840117;44.2006;-23.1434;11.7120;
1628659139840117;44.2006;-23.2410;11.7486;
1628659149840117;44.2006;-23.3386;11.7974;
1628659159840117;44.0054;-23.5216;12.0780;
1628659169840117;43.7614;-23.7046;12.3708;
1628659179840117;43.6272;-23.8510;12.5782;
1628659189840117;43.4442;-24.0706;12.6270;
1628659199840117;43.3588;-24.2902;12.4806;
1628659209840117;43.2856;-24.5464;12.4196;
1628659219840117;43.0782;-24.8514;12.4318;
1628659229840117;42.8220;-25.1564;12.4440;
1628659239840117;42.7976;-25.3760;12.2244;
1628659249840117;42.8342;-25.6200;11.8584;
1628659259840117;42.7610;-25.9128;11.6388;
1628659269840117;42.6878;-26.0348;11.7242;
1628659279840117;42.5658;-26.2544;11.8340;
1628659289840117;42.3706;-26.4618;11.9072;
1628659299840117;42.3340;-26.5716;11.9438;
1628659309840117;42.3828;-26.7302;11.8828;
1628659319840117;42.2608;-26.9010;11.8828;
1628659329840117;42.3950;-26.9742;11.7242;
1628659339840117;42.6146;-27.0596;11.4558;
1628659349840117;42.6512;-27.2548;11.1630;
1628659359840117;42.7122;-27.3280;10.9068;
1628659369840117;42.7610;-27.4378;10.8580;
1628659379840117;42.6878;-27.6330;10.8214;
1628659389840117;42.5658;-27.8038;10.7726;
1628659399840117;42.5780;-27.9502;10.7116;
1628659409840117;42.2852;-28.2308;11.0044;
1628659419840117;41.8826;-28.4382;11.3582;
1628659429840117;41.6142;-28.6456;11.6754;
1628659439840117;41.5044;-28.9018;11.8096;
1628659449840117;41.4068;-29.1214;11.7486;
1628659459840117;41.3458;-29.3044;11.6754;
1628659469840117;41.3824;-29.4264;11.5778;
1628659479840117;41.1872;-29.7070;11.6632;
1628659489840117;40.9798;-29.8900;11.6022;
1628659499840117;40.9188;-30.1096;11.4924;
1628659509840117;40.6992;-30.3170;11.3460;
1628659519840117;40.3454;-30.5732;11.4680;
1628659529840117;40.0526;-30.8416;11.5168;
1628659539840117;39.8086;-31.0978;11.5534;
1628659549840117;39.5158;-31.4272;11.5656;
1628659559840117;39.4670;-31.5736;11.3216;
1628659569840117;39.4914;-31.7932;10.9434;
1628659579840117;39.4548;-32.0128;10.6384;
1628659589840117;39.6012;-32.1836;10.2846;
1628659599840117;39.7354;-32.3178;9.8942;
1628659609840117;39.8940;-32.4154;9.3696;
1628659619840117;39.9672;-32.5496;8.9792;
1628659629840117;40.0160;-32.6350;8.7962;
1628659639840117;39.9428;-32.7570;8.6010;
1628659649840117;39.9428;-32.8302;8.4302;
1628659659840117;39.9306;-32.8546;8.4058;
1628659669840117;39.8086;-32.9400;8.4180;
1628659679840117;39.7354;-33.0254;8.4546;
1628659689840117;39.6012;-33.0986;8.6742;
1628659699840117;39.6012;-33.1230;8.7474;
1628659709840117;39.5768;-33.1840;8.6864;
1628659719840117;39.5524;-33.2450;8.8206;
1628659729840117;39.4182;-33.3182;9.0280;
1628659739840117;39.3450;-33.3792;8.9426;
1628659749840117;39.3328;-33.3914;8.9426;
1628659759840117;39.2718;-33.4158;8.9548;
1628659769840117;39.2230;-33.4402;8.9304;
1628659779840117;39.1498;-33.4890;8.9304;
1628659789840117;39.1864;-33.4890;8.8206;
1628659799840117;39.2352;-33.4524;8.6864;
1628659809840117;39.3694;-33.3792;8.5156;
1628659819840117;39.5524;-33.3792;8.3570;
1628659829840117;39.7598;-33.4524;8.0398;
1628659839840117;39.8574;-33.3914;7.8324;
1628659849840117;39.9184;-33.3914;7.7958;
1628659859840117;39.9794;-33.4158;7.6616;
1628659869840117;40.1136;-33.3792;7.4786;
1628659879840117;40.1746;-33.4158;7.4420;
1628659889840117;40.1868;-33.4402;7.5030;
1628659899840117;40.0770;-33.4158;7.6128;
1628659909840117;39.9916;-33.3914;7.8446;
1628659919840117;39.8940;-33.4280;8.0398;
1628659929840117;39.7354;-33.5012;8.1862;
1628659939840117;39.5890;-33.4524;8.3692;
1628659949840117;39.2474;-33.5256;8.7840;
1628659959840117;39.1132;-33.6110;8.8694;
1628659969840117;38.9180;-33.6354;8.9426;
1628659979840117;38.7838;-33.7330;9.1622;
1628659989840117;38.6374;-33.7940;9.2598;
1628659999840117;38.5886;-33.8306;9.2232;
1628660009840117;38.7106;-33.8428;9.0646;
1628660019840117;38.6984;-33.8794;9.0036;
1628660029840117;38.7228;-33.9038;8.9670;
1628660039840117;38.6618;-33.8794;8.9792;
1628660049840117;38.6374;-33.9526;8.9548;
1628660059840117;38.6008;-33.9526;8.8206;
1628660069840117;38.5154;-33.9526;8.8206;
1628660079840117;38.4788;-33.9526;8.8206;
1628660089840117;38.4544;-33.9648;8.6986;
1628660099840117;38.4788;-33.9648;8.6742;
1628660109840117;38.5398;-33.9648;8.4790;
1628660119840117;38.5764;-33.9038;8.2960;
1628660129840117;38.7472;-33.7818;8.1008;
1628660139840117;38.9180;-33.6842;7.9544;
1628660149840117;39.0766;-33.6110;7.6982;
