Sensor: mmc5603x Magnetometer Non-wakeup
Vendor: memsic
TimestampMag [ns]; MagX [uT]; MagY [uT]; MagZ [uT]
598103934189243;48.8244;-17.2386;6.7100;
598103944189243;48.8244;-17.2386;6.7100;
598103955570597;48.4950;-16.2016;7.4054;
598103965570597;48.4584;-16.1650;7.4664;
598103975570597;48.3852;-16.0918;7.5518;
598103985570597;48.4462;-16.0674;7.5030;
598103995570597;48.5072;-16.0674;7.4176;
598104005570597;48.3364;-16.1040;7.6128;
598104015570597;48.2632;-16.0796;7.7592;
598104025570597;48.1778;-16.0674;7.8568;
598104035570597;48.1168;-16.0796;8.0154;
598104045570597;47.9948;-16.0918;8.1252;
598104055570597;47.8484;-16.1040;8.2594;
598104065570597;47.7142;-16.1284;8.4180;
598104075570597;47.6166;-16.1406;8.5278;
598104085570597;47.6654;-16.1162;8.3814;
598104095570597;47.6776;-16.1162;8.2472;
598104105570597;47.6898;-16.1162;8.1740;
598104115570597;47.7508;-16.0918;8.0764;
598104125570597;47.9094;-16.0918;7.9910;
598104135570597;48.0070;-16.1162;7.8080;
598104145570597;47.9948;-16.1284;7.7348;
598104155570597;48.1290;-16.1284;7.6128;
598104165570597;48.2632;-16.0918;7.5762;
598104175570597;48.2266;-16.0552;7.6128;
598104185570597;48.2754;-16.0674;7.5762;
598104195570597;48.3242;-16.1162;7.5518;
598104205570597;48.3608;-16.0674;7.4542;
598104215570597;48.3852;-16.0796;7.3932;
598104225570597;48.5194;-16.0674;7.3200;
598104235570597;48.4218;-16.0430;7.3932;
598104245570597;48.3608;-16.0674;7.3932;
598104255570597;48.5194;-16.0796;7.2956;
598104265570597;48.6170;-16.0918;7.2346;
598104275570597;48.6536;-16.0674;7.1492;
598104285570597;48.6902;-16.0430;7.0516;
598104295570597;48.8854;-16.0064;6.9174;
598104305570597;48.9708;-15.9576;6.8076;
598104315570597;49.0806;-15.9454;6.7832;
598104325570597;49.1050;-15.9698;6.8198;
598104335570597;48.9952;-15.9698;6.9540;
598104345570597;48.8976;-15.9210;7.0760;
598104355570597;48.8122;-15.9332;7.1370;
598104365570597;48.6414;-15.9576;7.3322;
598104375570597;48.5072;-15.9698;7.5274;
598104385570597;48.3730;-16.0064;7.6372;
598104395570597;48.1900;-16.0796;7.8446;
598104405570597;48.1412;-16.0918;7.8812;
598104415570597;48.2022;-16.0918;7.8202;
598104425570597;48.1778;-16.0918;7.9056;
598104435570597;48.0314;-16.1162;8.0642;
598104445570597;47.9948;-16.1284;8.0764;
598104455570597;47.8606;-16.1528;8.2106;
598104465570597;47.7630;-16.1772;8.4058;
598104475570597;47.7630;-16.1040;8.3570;
598104485570597;47.7264;-16.0796;8.4058;
598104495570597;47.7020;-16.1040;8.5156;
598104505570597;47.7630;-16.1162;8.4546;
598104515570597;47.8972;-16.0918;8.2960;
598104525570597;48.1900;-16.0552;8.0398;
598104535570597;48.5316;-16.0186;7.6494;
598104545570597;48.7756;-15.9820;7.3566;
598104555570597;49.0440;-16.0186;7.0760;
598104565570597;49.2026;-16.0430;6.8808;
598104575570597;49.3368;-16.0064;6.5514;
598104585570597;49.3978;-16.0308;6.4538;
598104595570597;49.4222;-15.9942;6.4782;
598104605570597;49.2636;-16.0430;6.7100;
598104615570597;49.1538;-16.0552;6.8930;
598104625570597;49.1172;-16.1040;7.0150;
598104635570597;49.0318;-16.0918;7.1126;
598104645570597;49.0196;-16.0552;7.1370;
598104655570597;49.0684;-16.0918;7.1126;
598104665570597;49.1538;-16.1284;6.9784;
598104675570597;49.2636;-16.1894;6.8808;
598104685570597;49.3856;-16.1894;6.6856;
598104695570597;49.5564;-16.2504;6.5026;
598104705570597;49.7150;-16.2992;6.2342;
598104715570597;49.8004;-16.3724;6.0878;
598104725570597;49.8858;-16.4578;5.9414;
598104735570597;49.9346;-16.5066;5.8804;
598104745570597;49.8370;-16.5554;6.0146;
598104755570597;49.7394;-16.5554;6.0634;
598104765570597;49.5686;-16.6530;6.3806;
598104775570597;49.2392;-16.7262;6.6856;
598104785570597;48.8610;-16.8116;7.1004;
598104795570597;48.5682;-16.8726;7.4908;
598104805570597;48.2144;-16.9336;7.9178;
598104815570597;47.9460;-17.0190;8.2472;
598104825570597;47.8362;-17.0922;8.3448;
598104835570597;47.7142;-17.1654;8.5034;
598104845570597;47.6410;-17.2142;8.4790;
598104855570597;47.6288;-17.2752;8.4546;
598104865570597;47.6044;-17.2752;8.4424;
598104875570597;47.5434;-17.3606;8.3814;
598104885570597;47.6898;-17.4460;8.1862;
598104895570597;47.7752;-17.4948;8.0520;
598104905570597;47.8728;-17.5314;7.8690;
598104915570597;48.0192;-17.5924;7.7104;
598104925570597;48.1534;-17.7022;7.4908;
598104935570597;48.2876;-17.7510;7.2468;
598104945570597;48.5194;-17.8486;6.9540;
598104955570597;48.7390;-17.8730;6.6856;
598104965570597;48.8854;-17.9218;6.4904;
598104975570597;49.0196;-17.9706;6.2952;
598104985570597;49.0318;-18.0804;6.2220;
598104995570597;49.0074;-18.1902;6.1244;
598105005570597;49.0196;-18.2024;6.0878;
598105015570597;49.0074;-18.2756;6.1122;
598105025570597;48.9952;-18.3366;6.1610;
598105035570597;48.9220;-18.4220;6.2708;
598105045570597;48.8000;-18.5318;6.3684;
598105055570597;48.5316;-18.6538;6.6978;
598105065570597;48.2998;-18.7148;6.9906;
598105075570597;48.2144;-18.8002;7.1492;
598105085570597;48.1412;-18.8978;7.2468;
598105095570597;48.0192;-19.0076;7.3810;
598105105570597;47.7752;-19.0808;7.6494;
598105115570597;47.5312;-19.1662;7.8690;
598105125570597;47.2750;-19.1906;8.2716;
598105135570597;47.1652;-19.2882;8.4058;
598105145570597;47.0920;-19.3370;8.4912;
598105155570597;46.8968;-19.4102;8.6864;
598105165570597;46.6406;-19.5078;9.0036;
598105175570597;46.5308;-19.6298;9.1500;
598105185570597;46.5186;-19.6908;9.1378;
598105195570597;46.6650;-19.7884;8.9670;
598105205570597;46.8236;-19.8860;8.7108;
598105215570597;46.8236;-19.9592;8.6620;
598105225570597;46.8358;-20.0690;8.5644;
598105235570597;46.9090;-20.1178;8.4912;
598105245570597;47.1042;-20.1666;8.2472;
598105255570597;47.2628;-20.1666;7.9300;
598105265570597;47.3604;-20.2154;7.6860;
598105275570597;47.3360;-20.2276;7.5640;
598105285570597;47.5190;-20.2642;7.2956;
598105295570597;47.7508;-20.2520;6.9296;
598105305570597;47.9582;-20.2764;6.7100;
598105315570597;48.1168;-20.2886;6.4050;
598105325570597;48.0436;-20.3008;6.4782;
598105335570597;47.8728;-20.2886;6.7466;
598105345570597;47.5922;-20.3374;7.1126;
598105355570597;47.5068;-20.3496;7.3444;
598105365570597;47.2506;-20.3740;7.6738;
598105375570597;47.0066;-20.4106;8.0398;
598105385570597;46.8602;-20.4228;8.2838;
598105395570597;46.6894;-20.4106;8.4912;
598105405570597;46.6894;-20.4594;8.4668;
598105415570597;46.7504;-20.5448;8.3814;
598105425570597;46.9090;-20.5570;8.2716;
598105435570597;46.9090;-20.5692;8.2716;
598105445570597;46.8480;-20.6058;8.2594;
598105455570597;46.8114;-20.5936;8.3082;
598105465570597;46.6528;-20.6302;8.4058;
598105475570597;46.5674;-20.6912;8.5156;
598105485570597;46.4942;-20.6790;8.5888;
598105495570597;46.3966;-20.6546;8.6864;
598105505570597;46.3112;-20.6546;8.6986;
598105515570597;46.2258;-20.7156;8.7474;
598105525570597;46.2624;-20.7034;8.7230;
598105535570597;46.3112;-20.7400;8.6498;
598105545570597;46.4332;-20.7888;8.5156;
598105555570597;46.5552;-20.8254;8.4058;
598105565570597;46.4820;-20.8986;8.4180;
598105575570597;46.4454;-20.9596;8.4424;
598105585570597;46.4088;-21.0084;8.5034;
598105595570597;46.3966;-21.0572;8.5644;
598105605570597;46.3478;-21.0816;8.6376;
598105615570597;46.1404;-21.1182;8.8572;
598105625570597;45.8842;-21.1670;9.1500;
598105635570597;45.6280;-21.1670;9.3940;
598105645570597;45.5670;-21.2402;9.4672;
598105655570597;45.4572;-21.2890;9.5282;
598105665570597;45.3474;-21.3622;9.5282;
598105675570597;45.2864;-21.4476;9.4306;
598105685570597;45.2132;-21.5574;9.4184;
598105695570597;45.2132;-21.6306;9.3086;
598105705570597;45.2498;-21.7038;9.0890;
598105715570597;45.2010;-21.8136;9.0280;
598105725570597;45.1034;-21.8502;8.9304;
598105735570597;45.0790;-21.8746;8.7962;
598105745570597;45.1156;-21.8868;8.6986;
598105755570597;45.0912;-21.8380;8.5400;
598105765570597;45.0424;-21.8014;8.3326;
598105775570597;45.1644;-21.7770;7.9422;
598105785570597;45.1766;-21.7404;7.7714;
598105795570597;45.3474;-21.6794;7.3688;
598105805570597;45.4816;-21.6184;7.0638;
598105815570597;45.5792;-21.5940;6.7954;
598105825570597;45.6524;-21.5696;6.4782;
598105835570597;45.8232;-21.5330;6.1366;
598105845570597;46.0184;-21.4720;5.7828;
598105855570597;46.0916;-21.4354;5.5632;
598105865570597;46.2746;-21.3622;5.3070;
598105875570597;46.3844;-21.3012;5.1972;
598105885570597;46.4210;-21.2402;5.1606;
598105895570597;46.3966;-21.1304;5.2338;
598105905570597;46.4454;-21.0450;5.1606;
598105915570597;46.4454;-21.0084;5.2216;
598105925570597;46.4576;-20.9474;5.3802;
598105935570597;46.4454;-20.8376;5.5632;
598105945570597;46.4454;-20.7278;5.6242;
598105955570597;46.4332;-20.6424;5.6730;
598105965570597;46.4820;-20.5936;5.6974;
598105975570597;46.5186;-20.5692;5.6974;
598105985570597;46.4698;-20.4960;5.8926;
598105995570597;46.4332;-20.4228;6.0024;
598106005570597;46.9212;-20.3008;5.3802;
598106015570597;47.0432;-20.2520;5.2460;
598106025570597;47.1530;-20.1666;5.1850;
598106035570597;47.1530;-20.0690;5.2338;
598106045570597;47.1774;-19.8616;5.3070;
598106055570597;47.3726;-19.7030;5.1728;
598106065570597;47.4702;-19.5688;5.1118;
598106075570597;47.5922;-19.4102;5.0996;
598106085570597;47.2750;-19.2516;5.6730;
598106095570597;47.2994;-19.0198;5.7340;
598106105570597;47.3482;-18.8124;5.7706;
598106115570597;47.4214;-18.5928;5.7950;
598106125570597;47.5068;-18.4220;5.7340;
598106135570597;47.5556;-18.1780;5.8316;
598106145570597;47.7386;-17.9096;5.8560;
598106155570597;47.7752;-17.6168;5.9292;
598106165570597;47.7752;-17.3484;6.0756;
598106175570597;47.9460;-17.0800;6.0146;
598106185570597;48.0924;-16.8238;6.1244;
598106195570597;48.2510;-16.5432;6.2220;
598106205570597;48.3730;-16.2870;6.3806;
598106215570597;48.4096;-16.0430;6.4904;
598106225570597;48.3852;-15.7868;6.7100;
598106235570597;48.4706;-15.5794;6.8930;
598106245570597;48.3974;-15.3598;7.2346;
598106255570597;48.2510;-15.1768;7.7226;
598106265570597;48.1656;-14.9938;7.9178;
598106275570597;48.0558;-14.8474;8.0642;
598106285570597;48.0070;-14.6888;8.2838;
598106295570597;47.9216;-14.5668;8.5888;
598106305570597;47.8728;-14.5302;8.8328;
598106315570597;47.7996;-14.4570;9.1378;
598106325570597;47.8362;-14.4082;9.2110;
598106335570597;47.7874;-14.4204;9.3086;
598106345570597;47.7020;-14.4936;9.5526;
598106355570597;47.7142;-14.5180;9.6990;
598106365570597;47.6776;-14.5424;9.8820;
598106375570597;47.7508;-14.5424;10.0284;
598106385570597;47.7508;-14.5424;10.1260;
598106395570597;47.7142;-14.5302;10.1870;
598106405570597;47.6776;-14.5546;10.3944;
598106415570597;47.7386;-14.5546;10.6018;
598106425570597;47.7264;-14.5424;10.7848;
598106435570597;47.7142;-14.5668;10.9434;
598106445570597;47.7020;-14.5668;11.0288;
598106455570597;47.6288;-14.6400;11.1630;
598106465570597;47.5556;-14.7376;11.2850;
598106475570597;47.5800;-14.8352;11.2728;
598106485570597;47.5190;-14.8474;11.3704;
598106495570597;47.5190;-14.8230;11.3704;
598106505570597;47.5922;-14.7864;11.3704;
598106515570597;47.6532;-14.7864;11.4192;
598106525570597;47.7752;-14.7986;11.3582;
598106535570597;47.8362;-14.7864;11.3704;
598106545570597;47.8972;-14.7254;11.4802;
598106555570597;47.9338;-14.6766;11.6388;
598106565570597;48.0802;-14.6888;11.5778;
598106575570597;48.0924;-14.7132;11.5656;
598106585570597;48.0070;-14.7742;11.6754;
598106595570597;47.9826;-14.7376;11.7730;
598106605570597;48.0192;-14.7620;11.7364;
598106615570597;48.1656;-14.7376;11.5290;
598106625570597;48.4218;-14.7498;11.1508;
598106635570597;48.5316;-14.7620;10.9800;
598106645570597;48.6048;-14.7620;10.8824;
598106655570597;48.7390;-14.7132;10.6506;
598106665570597;48.8854;-14.6766;10.3456;
598106675570597;48.8976;-14.6888;10.1382;
598106685570597;48.8244;-14.6644;10.0406;
598106695570597;48.7878;-14.6888;9.9430;
598106705570597;48.5926;-14.6888;10.0772;
598106715570597;48.4828;-14.7010;10.0284;
598106725570597;48.4096;-14.7132;9.9308;
598106735570597;48.2632;-14.7498;9.8698;
598106745570597;48.2754;-14.7864;9.6502;
598106755570597;48.2510;-14.8108;9.5038;
598106765570597;48.2632;-14.8474;9.3940;
598106775570597;48.2998;-14.8596;9.1744;
598106785570597;48.3242;-14.8718;9.0036;
598106795570597;48.2144;-14.8962;9.0036;
598106805570597;48.1534;-14.9206;9.0036;
598106815570597;48.0802;-14.8962;9.0646;
598106825570597;47.9460;-14.9084;9.1866;
598106835570597;47.8850;-14.9328;9.2720;
598106845570597;47.7508;-14.9206;9.3940;
598106855570597;47.6044;-14.9084;9.6014;
598106865570597;47.5922;-14.8474;9.7234;
598106875570597;47.6654;-14.8352;9.6746;
598106885570597;47.8118;-14.8596;9.5038;
598106895570597;47.9460;-14.9084;9.3940;
598106905570597;48.1534;-14.8962;9.2110;
598106915570597;48.4096;-14.8718;8.9426;
