Sensor: stk_stk3a5x Ambient Light Sensor Non-wakeup
Vendor: sensortek
TimestampLight [ns]; Light [lux]
7710483591941;5409.0000;
7710550257150;5432.0000;
7710683571577;5487.0000;
7710750235066;5542.0000;
7710883570170;5626.0000;
7710950238816;5723.0000;
7711083569233;5793.0000;
7711150232045;5817.0000;
7711283564233;5840.0000;
7711350216525;5881.0000;
7711483566941;5943.0000;
7711616907045;6008.0000;
7711683568504;5994.0000;
7711816908087;6018.0000;
7711883573556;6233.0000;
7712016908712;6715.0000;
7712083564389;14449.0000;
7712216902983;15971.0000;
7712283569754;16421.0000;
7712416878400;14719.0000;
7712483583608;8699.0000;
7712616900483;9217.0000;
7712683566733;9333.0000;
7712816866420;9150.0000;
7712883563920;8643.0000;
7713016894337;7864.0000;
7713150205795;13924.0000;
7713216897045;14085.0000;
7713350218087;6673.0000;
7713416893400;5820.0000;
7713550208295;5237.0000;
7713616864962;5196.0000;
7713750220795;5283.0000;
7713816863191;5592.0000;
7713950218712;5811.0000;
7714016882670;5938.0000;
7714150198347;6048.0000;
7714216858295;6154.0000;
7714350189337;6560.0000;
7714416876472;6734.0000;
7714550194337;6909.0000;
7714683541212;7553.0000;
7714750210900;8447.0000;
7714883517150;7829.0000;
7714950183295;5913.0000;
7715083538972;4263.0000;
7715150189650;3951.0000;
7715283513920;4131.0000;
7715350176837;4325.0000;
7715483538816;4449.0000;
7715550178400;4482.0000;
7715683510170;4203.0000;
7715750197566;3944.0000;
7715883532462;4483.0000;
7715950174545;4525.0000;
7716083538400;4532.0000;
7716216857150;4546.0000;
7716283525483;4570.0000;
7716416861420;4633.0000;
7716483530170;4694.0000;
7716616860066;4749.0000;
7716683512775;4766.0000;
7716816860691;4774.0000;
7716883527150;4793.0000;
7717016829545;4795.0000;
7717083494858;4795.0000;
7717216852462;4771.0000;
7717283518920;4730.0000;
7717416828504;4681.0000;
7717550172566;4626.0000;
7717616851004;4563.0000;
7717750162983;4513.0000;
7717816832566;4422.0000;
7717950157045;4285.0000;
7718016839129;8048.0000;
7718150152254;3934.0000;
7718216825170;3776.0000;
7718350152566;3637.0000;
7718416843400;3577.0000;
7718550148295;3665.0000;
7718616838504;7598.0000;
7718750180691;8133.0000;
7718816813087;8618.0000;
7718950158920;4443.0000;
7719083496525;4318.0000;
7719150140483;4355.0000;
7719283473712;4379.0000;
7719350141941;4456.0000;
7719483521212;4293.0000;
7719550135379;3966.0000;
7719683488400;3918.0000;
7719750150483;4300.0000;
7719883466316;4054.0000;
7719950127670;4097.0000;
7720083496525;4200.0000;
7720150168920;4105.0000;
7720283463295;4140.0000;
7720350117462;4240.0000;
7720483461733;4338.0000;
7720616799441;3951.0000;
7720683460379;3342.0000;
7720816813295;2927.0000;
7720883481837;3211.0000;
7721016801212;4282.0000;
7721083480900;4522.0000;
7721216811316;4590.0000;
7721283464754;4635.0000;
7721416807983;4763.0000;
7721483475587;4716.0000;
7721616812254;4615.0000;
7721683447879;4623.0000;
7721816802879;4731.0000;
7721950129129;4770.0000;
7722016778816;4790.0000;
7722150110170;4807.0000;
7722216826733;4813.0000;
7722350129025;4782.0000;
7722416789233;4536.0000;
7722550105066;4053.0000;
7722616796941;3873.0000;
7722750115379;3730.0000;
7722816769650;3481.0000;
7722950117775;3861.0000;
7723016797983;4125.0000;
7723150109025;4251.0000;
7723216786837;4288.0000;
7723350107566;4232.0000;
7723483432306;4186.0000;
7723559478295;4360.0000;
7723626169545;4866.0000;
7723759476681;5357.0000;
7723892809754;5736.0000;
7723959478191;5955.0000;
7724092807879;5896.0000;
7724159476212;5473.0000;
7724292812306;5237.0000;
7724359473972;5036.0000;
7724492827150;4983.0000;
7724559469545;5059.0000;
7724692806629;5438.0000;
7724826155795;5770.0000;
7724892824545;5819.0000;
7725026152670;5927.0000;
7725092823920;6019.0000;
7725226153504;5952.0000;
7725292794545;5671.0000;
7725426151212;5295.0000;
7725559469754;4990.0000;
7725626125691;4890.0000;
7725759460795;4949.0000;
7725826145587;5303.0000;
7725959463504;5460.0000;
7726026122670;5687.0000;
7726159453139;5648.0000;
7726226143816;5174.0000;
7726359454545;4795.0000;
7726536833712;4477.0000;
7726670177566;4655.0000;
7726803512462;4763.0000;
7726870154389;4222.0000;
7727003511420;4711.0000;
7727082125066;5019.0000;
7727215482462;4324.0000;
7727282146316;3798.0000;
7727415476212;3608.0000;
7727482121681;3412.0000;
7727615473920;3398.0000;
7727682144337;4070.0000;
7727815450795;10454.0000;
7727882111420;10859.0000;
7728015458660;9832.0000;
7728082122827;8939.0000;
7728215441472;4156.0000;
7728282120795;4098.0000;
7728415455639;4097.0000;
7728548771629;3962.0000;
7728615453347;3728.0000;
7728748786629;3734.0000;
7728815449233;3977.0000;
7728948766941;3815.0000;
