Sensor: bmi160 Accelerometer Non-wakeup
Vendor: BOSCH
TimestampAcc [ns]; AccX [m/s^2]; AccY [m/s^2]; AccZ [m/s^2]
551437187494808;-2.8591;5.3435;8.2807;
551437207739235;-2.9477;5.1482;8.0435;
551437227920016;-2.3345;5.2092;7.2410;
551437248142099;-2.5956;5.5842;6.8303;
551437268354912;-3.0781;5.5819;6.4505;
551437288574860;-3.4292;6.2058;7.0711;
551437308741474;-2.6471;5.6058;7.5248;
551437329014912;-2.0997;5.7194;8.4688;
551437349196943;-2.4505;5.2992;8.8316;
551437369421579;-2.5355;5.0237;9.8856;
551437389617881;-2.8507;5.1063;9.9000;
551437409850537;-3.3511;5.1206;9.5958;
551437430079339;-2.7667;4.4836;10.1827;
551437450298714;-1.8039;4.3505;9.7959;
551437470509026;-1.9056;4.7408;8.0183;
551437490705537;-2.2828;5.5134;7.6161;
551437510916370;-2.7188;6.1364;6.6063;
551437531135381;-1.9965;6.2166;5.1281;
551437551424808;-1.8111;6.3506;5.6013;
551437571567099;-5.0103;6.6646;4.9810;
551437591783766;-5.9791;7.2431;5.5594;
551437612020276;-1.1964;7.2766;7.8003;
551437632219339;-1.0385;5.6800;7.4758;
551437652440016;-1.0217;5.7422;9.1502;
551437672646683;-0.1651;5.3614;8.7658;
551437692862151;0.3365;5.0441;9.2677;
551437713103193;0.8527;4.6965;8.8340;
551437733285485;0.4552;4.7468;8.6231;
551437753501266;0.3906;4.6642;8.9145;
551437773717985;-1.4994;5.3124;8.7132;
551437793932776;-2.2528;5.9638;7.9573;
551437814154026;-1.0959;5.7841;8.2496;
551437834368818;-0.3915;5.3028;8.9695;
551437854578714;0.3823;4.8763;7.8218;
551437874794183;-0.0383;5.5878;7.8425;
551437895010276;-0.7116;5.4356;8.2843;
551437915227047;-0.7546;5.5651;8.0698;
551437935436839;0.5785;5.0465;7.5260;
551437955652464;-0.0012;4.9588;7.9980;
551437975867047;-0.4911;5.1015;8.2065;
551437996074651;0.2647;5.2032;8.4844;
551438016293766;0.0203;5.2980;9.1705;
551438036507776;-0.4445;5.6644;8.4341;
551438056720797;-0.7044;5.7948;8.7227;
551438076953401;-0.5222;5.4009;9.0090;
551438097154964;-0.1005;5.1924;8.6474;
551438117365485;-0.7690;5.5675;8.6868;
551438137582256;-1.1773;5.4200;8.4401;
551438157790276;-1.5715;5.8549;7.9597;
551438178037204;-1.1844;5.6429;7.9609;
551438198244026;-0.2157;5.2992;7.8171;
551438218438974;0.7463;4.8332;7.9238;
551438238650589;0.1510;4.6068;8.3237;
551438258885849;-0.2348;4.8200;8.9192;
551438279084339;-0.2492;4.7818;8.9157;
551438299322672;-0.8109;4.9337;9.0867;
551438319514339;-0.9389;5.1841;9.0676;
551438339733089;-0.8432;5.4248;8.5035;
551438359941526;-0.5509;5.1087;8.3994;
551438380125954;-0.6323;5.2630;8.3058;
551438400379339;-1.4300;5.4918;8.3034;
551438420585693;-0.9197;5.1852;8.4353;
551438440770120;-0.8336;5.0237;8.4329;
551438461004495;-1.1174;5.1087;8.2711;
551438481224860;-0.9775;5.1458;8.2376;
551438501409287;-0.8240;5.1637;8.4245;
551438521635224;-1.2024;5.1733;8.6581;
551438541871735;-1.2697;5.2403;8.5226;
551438562056162;-0.7666;5.2690;8.3620;
551438582306110;-0.6455;5.2956;8.4820;
551438602490537;-0.7355;5.2164;8.6557;
551438622731995;-1.0493;5.0417;8.7048;
551438642940068;-1.2191;5.1482;8.5071;
551438663124495;-1.0516;5.2140;8.5980;
551438683359547;-0.8420;4.9505;8.5011;
551438703591422;-1.4551;5.3471;8.4855;
551438723775849;-0.7582;5.1494;8.3982;
551438743996214;-0.8587;5.2175;8.2986;
551438764226735;-1.6337;5.6201;8.2926;
551438784411162;-1.0445;5.3794;8.0806;
551438804649443;-0.9787;5.4272;8.0016;
551438824878766;-0.7463;5.1948;8.2292;
551438845063193;-0.7726;5.1661;8.0961;
551438865298506;-1.3810;5.3028;8.0124;
551438885516006;-0.6706;5.2786;7.8532;
