Sensor: bmi160 Accelerometer Non-wakeup
Vendor: BOSCH
TimestampAcc [ns]; AccX [m/s^2]; AccY [m/s^2]; AccZ [m/s^2]
989811418293901;-9.3736;0.1140;-2.7398;
989811428436141;-9.3927;0.1116;-2.6776;
989811438521610;-9.4406;0.1235;-2.6847;
989811448647287;-9.4023;0.1594;-2.6249;
989811458732756;-9.4047;0.2148;-2.7135;
989811468868328;-9.3736;0.1977;-2.8068;
989811478958016;-9.3544;0.0541;-2.7805;
989811489068172;-9.4262;0.0015;-2.8259;
989811499160724;-9.4023;-0.0129;-2.8020;
989811509269683;-9.3784;0.0422;-2.7374;
989811519369787;-9.4430;0.0613;-2.6560;
989811529477599;-9.4406;0.0517;-2.5672;
989811539564839;-9.4071;0.0996;-2.5504;
989811549687131;-9.4214;0.1475;-2.5839;
989811559789162;-9.4502;0.1594;-2.5768;
989811569890672;-9.4549;0.1307;-2.5217;
989811579993745;-9.4525;0.1259;-2.4643;
989811590098797;-9.4262;0.1379;-2.4547;
989811600198901;-9.4430;0.1427;-2.4978;
989811610309735;-9.4358;0.1714;-2.4643;
989811620409318;-9.4693;0.1786;-2.4284;
989811630513381;-9.4717;0.1977;-2.4045;
989811640622339;-9.4214;0.2052;-2.4332;
989811650719526;-9.3975;0.2076;-2.4547;
989811660831089;-9.4262;0.2267;-2.5241;
989811670932026;-9.4573;0.2339;-2.5504;
989811681030672;-9.4669;0.2267;-2.4954;
989811691131662;-9.4693;0.2195;-2.4882;
989811701235881;-9.4238;0.2076;-2.5481;
989811711339995;-9.3879;0.2243;-2.5935;
989811721441870;-9.4023;0.2387;-2.6465;
989811731544995;-9.4334;0.1857;-2.6728;
989811741651714;-9.4190;0.1642;-2.6560;
989811751755047;-9.4334;0.1642;-2.6560;
989811761858068;-9.3903;0.0972;-2.6632;
989811771946089;-9.3951;0.0278;-2.6967;
989811782052287;-9.4047;-0.0416;-2.7350;
989811792180568;-9.4190;-0.1184;-2.7876;
989811802264839;-9.4023;-0.2237;-2.8331;
989811812376610;-9.4167;-0.3915;-2.9219;
989811822479162;-9.4119;-0.6024;-2.9650;
989811832581245;-9.4334;-0.8225;-2.9985;
989811842685412;-9.4741;-1.0047;-3.0416;
989811852789787;-9.4789;-1.1171;-3.0583;
989811862894214;-9.4932;-1.1462;-3.0751;
989811872997131;-9.4813;-1.1749;-3.0464;
989811883099058;-9.4573;-1.1533;-3.0200;
989811893202026;-9.4813;-1.1462;-3.0200;
989811903303120;-9.5004;-1.2275;-3.0248;
989811913412964;-9.4860;-1.2323;-3.0392;
989811923514891;-9.4932;-1.1486;-3.0153;
989811933646349;-9.4669;-1.0956;-2.9746;
989811943720724;-9.4382;-0.9975;-2.9243;
989811953826037;-9.4190;-0.8321;-2.8884;
989811963928953;-9.4334;-0.5830;-2.8451;
989811974031610;-9.4190;-0.3290;-2.7182;
989811984131870;-9.4262;-0.0778;-2.6728;
989811994239683;-9.3664;0.1953;-2.6465;
989812004342235;-9.3281;0.4564;-2.6106;
989812014445620;-9.3688;0.6027;-2.5098;
989812024545516;-9.3975;0.7056;-2.4428;
989812034667026;-9.3879;0.6003;-2.2008;
989812044764995;-9.3760;0.5285;-2.0210;
989812054882599;-9.4190;0.5979;-2.0907;
989812064975568;-9.3855;0.7032;-2.1745;
989812075088589;-9.3377;0.8136;-2.2199;
989812085176610;-9.3592;0.8590;-2.3013;
989812095276245;-9.3233;0.8853;-2.3447;
989812105383276;-9.3233;0.9523;-2.2654;
989812115485672;-9.3664;1.0149;-2.2487;
989812125595568;-9.3808;0.9380;-2.2678;
989812135694318;-9.3784;0.8207;-2.2534;
989812145796349;-9.3975;0.6673;-2.3327;
989812155895464;-9.3616;0.3631;-2.4500;
989812166001453;-9.3832;0.0996;-2.4547;
989812176109422;-9.4023;-0.0826;-2.4021;
989812186206245;-9.4214;-0.1328;-2.3830;
989812196312599;-9.4310;-0.1161;-2.4476;
989812206440047;-9.3616;-0.1878;-2.4165;
989812216541662;-9.3138;-0.2716;-2.4523;
989812226629370;-9.3784;-0.0559;-2.7446;
989812236731610;-9.4358;0.0015;-2.7709;
989812246847026;-9.3353;-0.0993;-2.6393;
989812256923745;-9.3736;0.1331;-2.7757;
989812267094839;-9.3879;0.3033;-2.6154;
989812277140412;-9.3090;0.4711;-2.2965;
989812287300360;-9.3855;0.8542;-2.3925;
989812297349006;-9.3401;1.9011;-3.3625;
989812307438016;-8.9255;3.7265;-4.8814;
989812317548537;-8.2884;5.4631;-6.1487;
989812327686766;-8.1900;4.1791;-4.3161;
