Sensor: bmi160 Accelerometer Non-wakeup
Vendor: BOSCH
TimestampAcc [ns]; AccX [m/s^2]; AccY [m/s^2]; AccZ [m/s^2]
3101157289377787;-9.3855;1.2350;-2.5696;
3101157299480027;-9.3832;1.1273;-2.5935;
3101157309607110;-9.3640;1.1441;-2.6034;
3101157319675391;-9.3664;1.2446;-2.6082;
3101157329791016;-9.3616;1.2784;-2.6465;
3101157339859298;-9.3640;1.3167;-2.6512;
3101157350014662;-9.3688;1.3573;-2.6321;
3101157360126173;-9.3832;1.3095;-2.6201;
3101157370224714;-9.3473;1.2254;-2.6584;
3101157380342735;-9.3401;1.1943;-2.7350;
3101157390441850;-9.3544;1.2206;-2.7326;
3101157400559141;-9.3688;1.2206;-2.6704;
3101157410672370;-9.3712;1.1656;-2.6800;
3101157420769298;-9.3664;1.1225;-2.7087;
3101157430862006;-9.3305;1.0292;-2.7350;
3101157440990079;-9.3209;0.9380;-2.8116;
3101157451081641;-9.3305;1.0675;-2.9770;
3101157461186902;-9.2827;1.2278;-3.1496;
3101157471301120;-9.2010;1.1847;-3.0511;
3101157481412735;-9.2417;1.1273;-3.1472;
3101157491526745;-9.2369;1.0101;-3.1181;
3101157501683204;-9.2465;0.8040;-2.7948;
3101157511732475;-9.3855;0.6697;-2.7087;
3101157521823829;-9.3975;0.8255;-3.0559;
3101157531943725;-9.2683;1.0747;-3.4178;
3101157542053048;-9.1412;1.1321;-3.6766;
3101157552186693;-9.1699;1.0507;-3.8393;
3101157562300756;-9.2608;0.5237;-3.6141;
3101157572362683;-9.3592;-0.2094;-3.0033;
3101157582488673;-9.4478;0.0135;-3.2429;
3101157592586225;-9.3042;0.1690;-3.4585;
3101157602706850;-9.1029;0.7343;-3.9879;
3101157612796902;-9.0790;1.0172;-4.1554;
3101157622928777;-9.2731;0.8183;-3.8632;
3101157633013516;-9.4454;0.5237;-3.4561;
3101157643120652;-9.4047;0.5859;-3.3529;
3101157653228516;-9.2393;0.9452;-3.2788;
3101157663334141;-9.1651;1.1417;-3.0129;
3101157673461693;-9.1819;1.1225;-2.8020;
3101157683538516;-9.2632;1.6376;-3.0272;
3101157693670339;-9.2946;2.1981;-3.3625;
3101157703833985;-9.2273;1.9155;-2.8522;
3101157713886277;-9.2755;1.3190;-2.0907;
3101157724001537;-9.4860;1.4267;-2.4404;
3101157734094923;-9.3018;1.8341;-2.7063;
3101157744228985;-9.1579;2.0136;-1.9134;
3101157754310027;-9.5533;2.0590;-1.4797;
3101157764413725;-9.7352;2.3106;-1.6331;
3101157774525704;-9.3209;2.4425;-1.5036;
3101157784642423;-8.9160;2.3635;-1.5036;
3101157794736641;-9.0455;2.3201;-2.3061;
3101157804843725;-9.1268;2.3587;-2.6345;
3101157814951068;-9.0885;2.4162;-2.0521;
3101157825060808;-9.4047;2.4903;-1.8296;
3101157835167527;-9.6826;2.6916;-1.9349;
3101157845274818;-9.3688;2.6246;-1.5422;
3101157855386798;-8.9925;2.4066;-1.2425;
3101157865508516;-9.1723;2.5454;-1.5661;
3101157875602318;-9.2898;2.7419;-1.9971;
3101157885709714;-9.1843;2.8543;-2.2223;
3101157895816068;-9.2321;2.9695;-2.5409;
3101157905910235;-9.2417;2.6677;-2.5911;
3101157916032318;-9.1388;2.0590;-2.0644;
3101157926124923;-9.3138;1.7596;-1.7408;
3101157936256277;-9.5533;1.7979;-1.8535;
3101157946357423;-9.6395;2.1287;-1.9301;
3101157956460443;-9.3568;2.4592;-2.0282;
3101157966575235;-9.1388;2.3297;-2.1984;
3101157976684870;-9.1316;2.0088;-2.2534;
3101157986785548;-9.0790;1.8365;-2.2319;
3101157996891954;-9.2321;1.9083;-2.4595;
3101158007002735;-9.6586;1.8939;-2.6249;
3101158017121068;-9.6945;1.6854;-2.4045;
3101158027202370;-9.3497;1.6998;-1.9828;
3101158037314506;-9.2874;1.8365;-1.9756;
3101158047427370;-9.2656;1.8365;-2.2798;
3101158057537318;-9.0861;1.7716;-2.6177;
3101158067650860;-9.1340;1.6902;-2.8331;
3101158077756120;-9.3353;1.5586;-2.9602;
3101158087865756;-9.0239;1.5395;-2.7924;
3101158097964193;-8.7748;2.1311;-3.3721;
3101158108070339;-9.3209;1.1871;-2.8693;
3101158118162683;-9.8216;1.1177;-3.1038;
3101158128289818;-9.2632;3.0341;-5.1784;
3101158138395443;-8.3028;4.1767;-5.1808;
3101158148504089;-9.2417;0.4660;0.8222;
3101158158609298;-10.5233;0.2291;0.8270;
3101158168732162;-9.8862;2.3010;-1.2353;
3101158178814558;-8.2143;2.3010;-1.2643;
3101158188939193;-8.7003;2.9360;-2.9483;
3101158199051537;-9.7208;3.1540;-4.2754;
3101158209146068;-9.3760;2.5621;-3.5925;
3101158219260964;-9.0000;2.7156;-2.9363;
3101158229379193;-9.0168;3.0604;-2.3638;
3101158239467943;-8.9471;3.1493;-1.8009;
3101158249579818;-8.8011;3.2785;-1.3983;
3101158259681485;-8.8896;3.7098;-1.4773;
3101158269796120;-9.1436;3.4702;-1.7934;
3101158279895860;-9.4502;3.1131;-1.8631;
3101158290006381;-9.3185;2.6773;-1.8105;
3101158300119193;-9.3497;2.5980;-1.9780;
3101158310223777;-9.3114;2.4999;-2.0593;
3101158320330704;-8.8920;2.4497;-2.3109;
3101158330430860;-8.8513;2.6533;-2.8570;
3101158340537318;-9.2369;2.5789;-2.8884;
3101158350604558;-9.1627;2.5095;-2.4141;
3101158360746329;-9.1531;3.0006;-2.6919;
3101158370843308;-9.5004;2.8929;-2.6369;
3101158380955808;-9.3305;2.3444;-1.8966;
3101158391066902;-9.0359;2.2460;-1.9660;
3101158401169870;-8.9088;2.2268;-2.3375;
3101158411276277;-8.8944;2.2795;-2.4811;
3101158421380548;-9.0455;2.4329;-2.6465;
3101158431538100;-9.4573;2.4042;-2.4882;
3101158441637943;-9.3855;2.4592;-2.4236;
3101158451737787;-9.4214;2.5956;-2.4093;
3101158461809298;-8.6333;2.1479;-2.0617;
3101158471909141;-6.7552;1.5443;-1.2114;
3101158482008933;-6.2354;3.5707;-1.1396;
3101158492160235;-8.9758;6.4741;-4.1315;
3101158502260079;-11.6492;8.4766;-7.6720;
3101158512359923;-12.1570;8.3258;-8.6877;
3101158522453985;-9.9126;4.9887;-6.0793;
3101158532553777;-6.5061;0.0254;-1.2401;
3101158542653620;-5.1000;-1.0238;0.9278;
3101158552786120;-7.5912;2.1694;-1.3600;
3101158562885964;-10.8132;4.2535;-2.4045;
3101158572985756;-11.8074;3.8557;-1.9804;
3101158583094245;-11.9943;2.8113;-2.3997;
3101158593194089;-9.8264;1.0292;-1.4414;
3101158603293933;-6.3984;0.7753;-1.0152;
3101158613446016;-7.2488;2.3731;-2.9506;
3101158623545860;-9.2417;3.2713;-3.9230;
3101158633645652;-9.8288;3.8509;-3.8943;
3101158643767110;-10.5497;4.4306;-4.0645;
3101158653866954;-10.2790;3.2737;-2.7517;
3101158663966745;-8.1015;1.9920;-1.4174;
3101158674037631;-7.6609;2.4329;-1.4629;
3101158684137370;-8.4921;2.6701;-1.5637;
3101158694237214;-8.9399;3.2593;-1.9158;
3101158704337058;-10.3005;4.4809;-3.0248;
3101158714502006;-10.8586;3.9084;-2.1410;
3101158724601850;-8.4440;2.5884;-1.2619;
