TimestampGNSS [ns]; UTC time [ms]; Lat [deg]; Lon [deg]; Height [m]; Speed [m/s]; Heading [deg]; Hor Acc [m]; Vert Acc [m]; Speed Acc [m/s]; Heading Acc [deg]
3101160531290994;1633456528430;40.244230900000;-111.656944440000;1375.1830;2.3200;241.1000;7.95334101;8.73381710;0.23021729;3.19459319;
3101161591492661;1633456530000;40.244220000000;-111.656967820000;1377.8008;3.6200;211.0000;5.88551188;7.49452353;1.16619039;17.84755325;
3101162605666202;1633456531000;40.244166910000;-111.656985580000;1378.1836;4.3800;193.5000;4.26890230;5.91572571;0.96260065;11.78539753;
3101163593572816;1633456532000;40.244119970000;-111.656992390000;1378.4348;4.6100;189.0000;3.79009247;4.86408377;1.24422669;15.33530426;
3101164592566826;1633456533000;40.244046240000;-111.656975360000;1379.4829;6.8400;170.8000;3.79009247;4.07933950;0.80919713;5.90240574;
3101165604882711;1633456534000;40.243977530000;-111.656970350000;1377.0977;7.1100;174.4000;3.79009247;4.08310413;0.55605757;3.17350841;
3101166611042034;1633456535000;40.243908730000;-111.656974040000;1376.5897;7.4400;180.1000;3.79009247;3.79327416;0.58412325;3.14463091;
3101167608833283;1633456536000;40.243839010000;-111.656971700000;1375.5464;7.6700;177.1000;3.79009247;3.37260866;0.60605282;3.15167165;
3101168607349168;1633456537000;40.243771070000;-111.656974710000;1375.5295;7.6000;178.5000;3.79009247;3.27126670;0.54817879;2.88718915;
3101169609817866;1633456538000;40.243692610000;-111.656978900000;1375.4423;8.2900;179.3000;3.79009247;2.95082760;0.43600458;2.02656221;
3101170607999220;1633456539000;40.243624820000;-111.656973080000;1375.2924;7.7900;178.3000;3.79009247;2.79216170;0.86400229;5.78258133;
3101171611560417;1633456540000;40.243561850000;-111.656962360000;1375.1121;7.1400;174.1000;3.79009247;2.71844840;0.86214846;6.21676779;
3101172608356979;1633456541000;40.243490080000;-111.656964940000;1374.6558;7.8900;180.8000;3.79009247;2.69145298;0.49648768;2.35329437;
3101173602693333;1633456542000;40.243425180000;-111.656962210000;1374.2582;7.1400;177.3000;3.79009247;2.63196802;0.44407207;2.39488769;
3101174609189635;1633456543000;40.243357230000;-111.656961480000;1373.5386;6.4500;178.6000;3.79009247;2.65534401;0.21633308;1.25716841;
3101175607048853;1633456544000;40.243292020000;-111.656962520000;1372.7216;6.6400;179.5000;3.79009247;2.82794666;0.67955869;5.60424852;
3101176607753957;1633456545000;40.243242540000;-111.656972040000;1372.9502;5.3500;185.2000;3.79009247;2.62251258;0.74060786;7.40564537;
3101177612379061;1633456546000;40.243192880000;-111.656974150000;1372.8540;5.0700;182.6000;3.79009247;2.60509205;0.67416614;7.31454611;
3101178611064321;1633456547000;40.243168580000;-111.656992180000;1372.4178;2.4800;208.6000;3.79009247;2.58002043;0.98407316;20.17766380;
3101179607620466;1633456548000;40.243145050000;-111.657018270000;1372.0533;2.9900;233.7000;3.79009247;2.58136559;0.52630788;7.27551746;
3101180607188487;1633456549000;40.243138240000;-111.657029370000;1371.4454;0.8500;264.6000;3.79009247;2.71363115;0.20808652;9.33634758;
3101181609995622;1633456550000;40.243131950000;-111.657032740000;1371.5031;0.2300;219.6000;3.79009247;2.74944782;1.13371074;11.60460377;
3101182606528278;1633456551000;40.243134600000;-111.657034730000;1372.2767;0.0000;-3000.0000;3.79009247;3.03838325;0.07211103;-1.00000000;
3101183608109319;1633456552000;40.243136550000;-111.657036530000;1372.7777;0.0000;-3000.0000;3.79009247;3.07659793;0.08602326;-1.00000000;
